ticker,entry_date,exit_date,entry_price,exit_price,shares,gross_pnl,costs,exit_reason,stop_type,initial_stop_pct,max_gain_pct,bars_held,entry_regime,rank_score,catalyst,tag_pilot,tag_defensive_entry,tag_size_mult,tag_liquidity_bound,net_pnl,return_pct
MTRN,2023-03-20,2023-05-04,106.13999938964844,117.0,27,293.2200164794922,5.918724644189626,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.06,0.11277559157278949,32,OPEN,2.2,STRONG_POSITIVE,True,True,0.2,False,287.30129183530255,0.10025238974639052
CSW,2023-06-01,2023-06-08,141.3300018310547,157.10000610351562,41,646.5701751708984,11.894323205013912,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.04345224996688159,0.12120572179210498,5,OPEN,2.5,STRONG_POSITIVE,True,True,0.4,False,634.6758519658845,0.10953016788990645
EXP,2023-05-05,2023-06-28,158.42999267578125,180.10000610351562,37,801.7904968261719,9.688536749748762,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.06,0.1363378596356999,36,OPEN,2.5,STRONG_POSITIVE,True,True,0.4,False,792.1019600764231,0.1351269461140307
TDW,2023-06-22,2023-07-03,47.66999816894531,55.58000183105469,157,1241.8705749511719,12.773829588754385,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.04994125430003702,0.16299561057725076,7,OPEN,2.5,STRONG_POSITIVE,False,True,0.5,False,1229.0967453624176,0.1642257602457065
WFRD,2023-06-30,2023-07-12,66.2300033569336,75.4800033569336,116,1073.0,12.499880642613054,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.055337508246553764,0.12683064277098488,7,OPEN,2.5,STRONG_POSITIVE,False,True,0.5,False,1060.500119357387,0.13803777660983974
PRIM,2023-05-22,2023-07-14,27.639999389648438,30.829999923706055,213,679.4701137542725,11.862899383468044,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.06,0.11287991708139766,36,OPEN,2.5,STRONG_POSITIVE,True,True,0.4,False,667.6072143708044,0.11339747612037905
MANH,2023-05-30,2023-07-17,180.94000244140625,200.83999633789062,32,636.7998046875,9.380540488406282,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.06,0.11014696809366509,32,OPEN,2.5,STRONG_POSITIVE,True,True,0.4,False,627.4192641990937,0.10836106854022487
GGG,2023-05-03,2023-07-27,80.30000305175781,75.48200286865234,36,-173.44800659179685,5.1475497987127135,STOP_LOSS,STOP_LOSS,0.06,0.08866743270978783,58,OPEN,2.5,STRONG_POSITIVE,True,True,0.2,False,-178.59555639050956,-0.0617806661142531
CSW,2023-06-22,2023-08-03,162.75,177.8000030517578,46,692.3001403808594,14.676861703629672,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.06,0.11164361394129219,29,OPEN,2.5,STRONG_POSITIVE,False,True,0.5,False,677.6232786772297,0.09051269333830624
TDW,2023-07-10,2023-08-04,58.220001220703125,64.80000305175781,130,855.4002380371094,12.272090087871147,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.06,0.11216074617626082,19,OPEN,2.2,STRONG_POSITIVE,False,True,0.5,False,843.1281479492383,0.1113981621794397
TBBK,2023-07-28,2023-08-15,39.45000076293945,37.08300071716308,198,-468.6660090637217,13.21213775330536,STOP_LOSS,STOP_LOSS,0.06,0.023067169323530035,12,OPEN,2.2,STRONG_POSITIVE,False,True,0.5,False,-481.878146817027,-0.061691456708759515
BJRI,2023-07-13,2023-08-16,34.380001068115234,32.31720100402832,226,-466.1928144836427,13.99809530596194,STOP_LOSS,STOP_LOSS,0.06,0.09540426635817689,24,OPEN,2.5,STRONG_POSITIVE,False,True,0.5,False,-480.19090978960463,-0.0618015844351612
FLS,2023-07-21,2023-09-14,38.13999938964844,38.91999816894531,205,159.89974975585938,12.409196645021787,DISTRIBUTION_BAR,STOP_LOSS,0.06,0.06607237803070398,38,OPEN,2.5,STRONG_POSITIVE,False,True,0.5,False,147.4905531108376,0.018863820772138322
NE,2023-07-19,2023-10-03,51.79999923706055,48.69199928283691,151,-469.3079930877691,11.25064832592313,STOP_LOSS,STOP_LOSS,0.06,0.04362938551191209,53,OPEN,2.5,STRONG_POSITIVE,False,True,0.5,False,-480.5586414136922,-0.061438370770363536
NVT,2023-08-04,2023-10-16,55.290000915527344,51.59000015258789,144,-532.8001098632812,11.333958842546215,DISTRIBUTION_BAR,STOP_LOSS,0.1,0.052812409488046885,50,OPEN,2.5,STRONG_POSITIVE,False,False,0.5,False,-544.1340687058274,-0.06834343910086539
CNR,2023-09-15,2023-10-31,98.69999694824219,88.82999725341797,158,-1559.4599517822262,22.120621114531552,STOP_LOSS,STOP_LOSS,0.1,0.12543065112053164,32,OPEN,2.2,STRONG_POSITIVE,False,False,1.0,False,-1581.5805728967578,-0.10141847958899174
WFRD,2023-09-06,2023-11-08,90.31999969482422,91.18000030517578,173,148.7801055908203,21.87427810178982,DISTRIBUTION_BAR,STOP_LOSS,0.1,0.1015278808672404,45,OPEN,2.5,STRONG_POSITIVE,False,False,1.0,False,126.90582748903049,0.008121785860794472
QLYS,2023-11-06,2023-12-12,169.80999755859375,190.0,37,747.0300903320312,10.099261949502102,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.06,0.11418644171970982,25,OPEN,2.0,STRONG_POSITIVE,False,True,0.4,False,736.9308283825292,0.11729020494727678
VRRM,2023-12-18,2024-01-04,22.3700008392334,22.100000381469727,364,-98.28016662597656,14.550561708031639,DISTRIBUTION_BAR,STOP_LOSS,0.06,0.03576214604594363,11,OPEN,2.5,STRONG_POSITIVE,False,True,0.5,False,-112.8307283340082,-0.013856706158297802
LRN,2023-10-27,2024-01-25,53.33000183105469,61.47999954223633,289,2355.349338531494,26.896069095303986,DISTRIBUTION_BAR,STOP_LOSS,0.1,0.167635445710844,60,OPEN,2.2,STRONG_POSITIVE,False,False,1.0,False,2328.45326943619,0.15107690702274196
ADMA,2024-01-09,2024-01-30,4.789999961853027,5.300000190734863,1685,859.3503856658936,30.638698604298966,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.06,0.11273485723455545,14,OPEN,2.5,STRONG_POSITIVE,False,True,0.5,False,828.7116870615946,0.10267578891005036
YELP,2023-08-24,2024-02-16,42.880001068115234,38.459999084472656,364,-1608.8807220458984,24.98935461799238,STOP_LOSS,STOP_LOSS,0.1,0.12943094913277475,121,OPEN,2.2,STRONG_POSITIVE,False,False,1.0,False,-1633.8700766638908,-0.10467942968654938
APP,2024-02-16,2024-02-21,58.52000045776367,55.008800430297846,145,-509.1240039825447,11.443628145592474,STOP_LOSS,STOP_LOSS,0.06,0.02306900997199146,2,OPEN,2.2,STRONG_POSITIVE,False,True,0.5,False,-520.5676321281372,-0.06134862564594212
OTTR,2024-02-20,2024-02-22,89.11000061035156,85.54560058593749,92,-327.92480224609443,13.048356147794197,STOP_LOSS,STOP_LOSS,0.04,-0.0014588402258732813,2,OPEN,2.0,NEUTRAL,False,True,0.5,False,-340.97315839388864,-0.04159162784375214
GOOGL,2024-02-01,2024-03-04,142.1199951171875,133.59279541015624,59,-503.1047827148442,10.364083436057626,STOP_LOSS,STOP_LOSS,0.06,0.048409830560010025,21,OPEN,2.5,STRONG_POSITIVE,False,True,0.5,False,-513.4688661509018,-0.061236014896952275
TDW,2024-03-05,2024-03-20,81.02999877929688,88.54000091552734,81,608.310173034668,10.378290227369883,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.06,0.11193384957993602,11,OPEN,2.5,STRONG_POSITIVE,False,True,0.4,False,597.931882807298,0.09110052088847446
GPOR,2024-02-22,2024-03-21,141.42999267578125,157.97999572753906,59,976.4501800537109,14.00085483580429,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.06,0.11249384491295267,20,OPEN,2.0,NEUTRAL,False,True,0.5,False,962.4493252179067,0.1153411671654252
COLL,2024-02-26,2024-03-28,36.36000061035156,40.869998931884766,184,829.8396911621094,12.244259882743787,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.06,0.12513749066784063,23,OPEN,2.2,STRONG_POSITIVE,False,True,0.4,False,817.5954312793656,0.1222071880164128
CRVL,2023-12-18,2024-04-01,78.663330078125,87.27999877929688,104,896.133544921875,16.374211514044944,DEFENSIVE_PROFIT_TARGET,STOP_LOSS,0.06,0.11428457814124537,70,OPEN,2.5,STRONG_POSITIVE,False,True,0.5,False,879.75933340783,0.10753707415245883
AROC,2023-08-07,2024-05-01,12.680000305175781,20.389999389648438,1236,9529.558868408203,46.96544279992426,DISTRIBUTION_BAR,TRAILING_STOP,0.1,0.6624605217952182,185,OPEN,2.2,STRONG_POSITIVE,False,False,1.0,False,9482.593425608278,0.605047395012535
MSA,2024-02-15,2024-05-01,179.0,180.1300048828125,47,53.1102294921875,13.567118865820989,DISTRIBUTION_BAR,STOP_LOSS,0.045986016982094584,0.08832400870722767,52,OPEN,2.0,NEUTRAL,False,True,0.5,False,39.54311062636651,0.004700238990415609
NTNX,2024-05-30,2024-05-31,62.540000915527344,56.459999084472656,241,-1465.2804412841797,19.5991773075288,STOP_LOSS,STOP_LOSS,0.04,-0.09881676070844791,1,OPEN,2.0,,False,False,1.0,False,-1484.8796185917085,-0.09851816642191848
FTI,2024-04-26,2024-06-03,26.31999969482422,24.740799713134763,329,-519.556793975831,13.176270914138653,STOP_LOSS,STOP_LOSS,0.06,0.022796367341437085,25,OPEN,2.5,STRONG_POSITIVE,False,True,0.5,False,-532.7330648899697,-0.061521635871217485
AX,2024-05-02,2024-06-04,56.7400016784668,44.099998474121094,315,-3981.6010093688965,27.033500340896403,STOP_LOSS,STOP_LOSS,0.1,0.08917866423881438,22,OPEN,2.5,STRONG_POSITIVE,False,False,1.0,False,-4008.634509709793,-0.22428310651915406
GAP,2024-06-04,2024-06-05,28.850000381469727,27.0,595,-1100.7502269744873,25.543627002848282,STOP_LOSS,STOP_LOSS,0.06,-0.06897746082514211,1,OPEN,2.2,STRONG_POSITIVE,False,True,1.0,False,-1126.2938539773356,-0.06561285344857591
GAP,2024-06-06,2024-06-10,26.760000228881836,25.154400215148925,252,-404.6112034606935,9.791883130052794,STOP_LOSS,STOP_LOSS,0.06,-0.037369207453171405,2,OPEN,2.2,STRONG_POSITIVE,False,True,0.4,False,-414.4030865907463,-0.06145204330176253
HLNE,2024-05-28,2024-06-14,128.8000030517578,115.44999694824219,141,-1882.3508605957031,27.987330631940786,STOP_LOSS,STOP_LOSS,0.1,0.009316746271814669,13,OPEN,2.5,STRONG_POSITIVE,False,False,1.0,False,-1910.3381912276438,-0.10519019789681774
SRPT,2024-06-25,2024-06-26,164.52000427246094,154.64880401611327,20,-197.42400512695326,5.417030737447692,STOP_LOSS,STOP_LOSS,0.06,-0.0392657825559547,1,OPEN,2.2,STRONG_POSITIVE,False,True,0.2,False,-202.84103586440096,-0.0616463136994808
