ticker,quarter_end_date,q4_eps,sum_4q,fy_eps,gap,flag
KRYS,2022-12-31,-1.25,-5.51,-5.49,0.02,False
KRYS,2023-12-31,0.29,0.07,0.39,0.32,True
KRYS,2024-12-31,1.51,2.98,3.0,0.02,False
KRYS,2025-12-31,1.69,6.84,6.84,0.0,False
KSS,2015-01-31,1.84,4.27,4.24,0.03,False
KSS,2016-01-30,1.57,3.49,3.46,0.03,False
KSS,2017-01-28,1.45,3.14,3.11,0.03,False
KSS,2018-02-03,2.8,5.13,5.12,0.01,False
KSS,2019-02-02,1.68,4.87,4.84,0.03,False
KSS,2020-02-01,1.72,4.39,4.37,0.02,False
KSS,2021-01-30,2.24,-1.06,-1.06,0.0,False
KSS,2022-01-29,2.21,6.43,6.32,0.11,False
KSS,2023-01-28,-2.62,-0.58,-0.15,0.43,True
KSS,2024-02-03,1.68,2.86,2.85,0.01,False
KSS,2025-02-01,0.42,0.97,0.98,0.01,False
KSS,2026-01-31,1.1,2.39,2.38,0.01,False
KTB,2019-12-28,0.5,1.69,1.69,0.0,False
KTB,2021-01-02,0.73,1.15,1.17,0.02,False
KTB,2022-01-01,0.75,3.31,3.31,0.0,False
KTB,2022-12-31,0.91,4.3,4.31,0.01,False
KTB,2023-12-30,1.21,4.06,4.06,0.0,False
KTB,2024-12-28,1.14,4.37,4.36,0.01,False
KTB,2026-01-03,1.31,4.05,4.05,0.0,False
KTOS,2014-12-28,-0.04,-1.36,-1.35,0.01,False
KTOS,2015-12-27,-0.07,0.32,0.34,0.02,False
KTOS,2016-12-25,-0.07,-1.0,-0.99,0.01,False
KTOS,2017-12-31,-0.21,-0.46,-0.48,0.02,False
KTOS,2018-12-30,0.04,-0.03,-0.03,0.0,False
KTOS,2019-12-29,0.03,0.12,0.11,0.01,False
KTOS,2020-12-27,0.6,0.61,0.67,0.06,True
KTOS,2021-12-26,-0.02,-0.02,-0.02,0.0,False
KTOS,2022-12-25,-0.07,-0.29,-0.29,0.0,False
KTOS,2023-12-31,0.02,-0.06,-0.07,0.01,False
KTOS,2024-12-29,0.03,0.11,0.11,0.0,False
KTOS,2025-12-28,0.03,0.13,0.13,0.0,False
KWR,2014-12-31,0.95,4.25,4.26,0.01,False
KWR,2015-12-31,0.86,3.85,3.84,0.01,False
KWR,2016-12-31,1.31,4.63,4.63,0.0,False
KWR,2017-12-31,-0.73,1.51,1.52,0.01,False
KWR,2018-12-31,0.58,4.44,4.45,0.01,False
KWR,2019-12-31,0.85,2.25,2.08,0.17,True
KWR,2020-12-31,2.71,2.21,2.22,0.01,False
KWR,2021-12-31,1.01,6.77,6.77,0.0,False
KWR,2022-12-31,-4.23,-0.88,-0.89,0.01,False
KWR,2023-12-31,1.12,6.26,6.26,0.0,False
KWR,2024-12-31,0.8,6.5,6.51,0.01,False
KWR,2025-12-31,1.2,-0.1,-0.14,0.04,False
LAD,2014-12-31,1.55,5.25,5.26,0.01,False
LAD,2015-12-31,1.8,6.9,6.91,0.01,False
LAD,2016-12-31,2.03,7.73,7.72,0.01,False
LAD,2017-12-31,3.56,9.76,9.75,0.01,False
LAD,2018-12-31,2.53,10.88,10.86,0.02,False
LAD,2019-12-31,2.89,11.58,11.6,0.02,False
LAD,2020-12-31,7.0,19.21,19.53,0.32,False
LAD,2021-12-31,9.64,36.31,36.54,0.23,False
LAD,2022-12-31,9.04,44.11,44.17,0.06,False
LAD,2023-12-31,7.71,36.25,36.29,0.04,False
LAD,2024-12-31,8.07,29.63,29.65,0.02,False
LAD,2025-12-31,5.68,32.1,32.32,0.22,False
LAMR,2014-12-31,2.19,2.67,2.66,0.01,False
LAMR,2015-12-31,0.79,2.71,2.72,0.01,False
LAMR,2016-12-31,0.82,3.06,3.05,0.01,False
LAMR,2017-12-31,0.88,3.22,3.23,0.01,False
LAMR,2018-12-31,0.96,3.08,3.08,0.0,False
LAMR,2019-12-31,1.02,3.7,3.71,0.01,False
LAMR,2020-12-31,1.08,2.41,2.41,0.0,False
LAMR,2021-12-31,1.21,3.82,3.83,0.01,False
LAMR,2022-12-31,0.65,4.32,4.31,0.01,False
LAMR,2023-12-31,1.46,4.85,4.85,0.0,False
LAMR,2024-12-31,-0.01,3.53,3.52,0.01,False
LAMR,2025-12-31,1.51,5.78,5.77,0.01,False
LAUR,2017-12-31,0.48,-1.31,-1.2,0.11,True
LAUR,2018-12-31,0.33,1.5,1.73,0.23,True
LAUR,2019-12-31,0.28,4.18,4.22,0.04,False
LAUR,2020-12-31,1.82,-2.9,-2.93,0.03,False
LAUR,2021-12-31,0.14,1.11,1.01,0.1,True
LAUR,2022-12-31,0.23,0.42,0.41,0.01,False
LAUR,2023-12-31,0.26,0.67,0.68,0.01,False
LAUR,2024-12-31,0.62,1.94,1.92,0.02,False
LAUR,2025-12-31,1.13,1.88,1.89,0.01,False
LAZ,2014-12-31,1.29,3.21,3.2,0.01,False
LAZ,2015-12-31,1.18,7.41,7.4,0.01,False
LAZ,2016-12-31,0.96,2.92,2.92,0.0,False
LAZ,2017-12-31,-0.63,1.91,1.91,0.0,False
LAZ,2018-12-31,0.89,4.05,4.06,0.01,False
LAZ,2019-12-31,0.67,2.42,2.44,0.02,False
LAZ,2020-12-31,1.64,3.52,3.54,0.02,False
LAZ,2021-12-31,1.86,4.63,4.63,0.0,False
LAZ,2022-12-31,0.44,3.47,3.51,0.04,False
LAZ,2023-12-31,0.73,-0.89,-0.9,0.01,False
LAZ,2024-12-31,0.8,2.66,2.68,0.02,False
LAZ,2025-12-31,0.45,2.18,2.17,0.01,False
LBRT,2018-12-31,0.27,1.81,1.81,0.0,False
LBRT,2019-12-31,-0.15,0.58,0.53,0.05,True
LBRT,2020-12-31,-0.41,-1.35,-1.36,0.01,False
LBRT,2021-12-31,-0.31,-1.03,-1.03,0.0,False
LBRT,2022-12-31,0.79,2.09,2.11,0.02,False
LBRT,2023-12-31,0.53,3.15,3.15,0.0,False
LBRT,2024-12-31,0.31,1.87,1.87,0.0,False
LBRT,2025-12-31,0.08,0.89,0.89,0.0,False
LCII,2014-12-31,0.49,2.57,2.56,0.01,False
LCII,2015-12-31,0.65,3.02,3.02,0.0,False
LCII,2016-12-31,1.05,5.2,5.2,0.0,False
LCII,2017-12-31,0.69,5.25,5.24,0.01,False
LCII,2018-12-31,0.79,5.84,5.83,0.01,False
LCII,2019-12-31,1.14,5.83,5.84,0.01,False
LCII,2020-12-31,1.92,6.26,6.27,0.01,False
LCII,2021-12-31,3.22,11.31,11.32,0.01,False
LCII,2022-12-31,-0.67,15.5,15.48,0.02,False
LCII,2023-12-31,-0.09,2.53,2.52,0.01,False
LCII,2024-12-31,0.37,5.6,5.6,0.0,False
LCII,2025-12-31,0.77,7.55,7.57,0.02,False
LEA,2014-12-31,3.24,8.24,8.23,0.01,False
LEA,2015-12-31,3.08,9.61,9.59,0.02,False
LEA,2016-12-31,3.23,13.32,13.33,0.01,False
LEA,2017-12-31,5.85,18.65,18.59,0.06,False
LEA,2018-12-31,3.39,17.18,17.22,0.04,False
LEA,2019-12-31,2.5,12.73,12.75,0.02,False
LEA,2020-12-31,3.33,2.59,2.62,0.03,False
LEA,2021-12-31,0.35,6.16,6.19,0.03,False
LEA,2022-12-31,1.97,5.47,5.47,0.0,False
LEA,2023-12-31,2.18,9.68,9.68,0.0,False
LEA,2024-12-31,1.61,8.94,8.97,0.03,False
LEA,2025-12-31,1.58,8.15,8.15,0.0,False
LECO,2014-12-31,0.96,3.18,3.18,0.0,False
LECO,2015-12-31,0.67,1.68,1.7,0.02,False
LECO,2016-12-31,0.81,2.91,2.91,0.0,False
LECO,2017-12-31,0.36,3.71,3.71,0.0,False
LECO,2018-12-31,1.35,4.38,4.37,0.01,False
LECO,2019-12-31,1.03,4.68,4.68,0.0,False
LECO,2020-12-31,1.08,3.41,3.42,0.01,False
LECO,2021-12-31,1.25,4.61,4.6,0.01,False
LECO,2022-12-31,1.87,8.05,8.04,0.01,False
LECO,2023-12-31,2.7,9.37,9.37,0.0,False
LECO,2024-12-31,2.47,8.15,8.15,0.0,False
LECO,2025-12-31,2.45,9.32,9.32,0.0,False
LEU,2021-12-31,5.72,9.29,9.75,0.46,False
LEU,2022-12-31,1.24,3.3,3.38,0.08,False
LEU,2023-12-31,3.57,5.39,5.44,0.05,False
LEU,2024-12-31,3.17,4.38,4.47,0.09,False
LEU,2025-12-31,0.75,4.13,3.9,0.23,True
LFUS,2014-12-27,0.86,4.38,4.37,0.01,False
LFUS,2016-01-02,1.0,3.64,3.63,0.01,False
LFUS,2016-12-31,1.19,4.59,4.6,0.01,False
LFUS,2017-12-30,-0.48,5.19,5.21,0.02,False
LFUS,2018-12-29,1.29,6.51,6.52,0.01,False
LFUS,2019-12-28,0.92,5.59,5.6,0.01,False
LFUS,2020-12-26,2.37,5.25,5.29,0.04,False
LFUS,2022-01-01,2.08,11.39,11.38,0.01,False
LFUS,2022-12-31,3.73,14.93,14.94,0.01,False
LFUS,2023-12-30,1.71,10.34,10.34,0.0,False
LFUS,2024-12-28,-2.07,4.0,4.0,0.0,False
LFUS,2025-12-27,-9.97,-3.15,-2.89,0.26,True
LGIH,2014-12-31,0.34,1.33,1.33,0.0,False
LGIH,2015-12-31,0.73,2.48,2.44,0.04,False
LGIH,2016-12-31,0.99,3.38,3.41,0.03,False
LGIH,2017-12-31,1.39,4.7,4.73,0.03,False
LGIH,2018-12-31,1.71,6.23,6.24,0.01,False
LGIH,2019-12-31,2.52,7.0,7.02,0.02,False
LGIH,2020-12-31,5.35,12.75,12.76,0.01,False
LGIH,2021-12-31,4.54,17.25,17.25,0.0,False
LGIH,2022-12-31,1.45,13.75,13.76,0.01,False
LGIH,2023-12-31,2.2,8.43,8.42,0.01,False
LGIH,2024-12-31,2.16,8.31,8.3,0.01,False
LGIH,2025-12-31,0.75,3.13,3.12,0.01,False
LGND,2014-12-31,0.33,0.56,0.55,0.01,False
LGND,2015-12-31,0.29,10.72,12.12,1.4,True
LGND,2016-12-31,-0.18,-0.13,-0.08,0.05,False
LGND,2017-12-31,-0.29,0.55,0.53,0.02,False
LGND,2018-12-31,-1.6,-0.76,5.96,6.72,True
LGND,2019-12-31,-0.38,29.39,31.85,2.46,True
LGND,2020-12-31,0.37,-0.19,-0.18,0.01,False
LGND,2021-12-31,-0.31,3.33,3.31,0.02,False
LGND,2022-12-31,-1.05,-1.99,-1.98,0.01,False
LGND,2023-12-31,1.01,2.88,2.94,0.06,False
LGND,2024-12-31,-1.67,-0.19,-0.22,0.03,False
LGND,2025-12-31,2.09,5.8,6.13,0.33,True
LIF,2022-12-31,-0.2,-1.52,-1.5,0.02,False
LIF,2023-12-31,-0.05,-0.43,-0.42,0.01,False
LIF,2024-12-31,0.13,-0.07,-0.06,0.01,False
LIF,2025-12-31,1.49,1.73,1.77,0.04,False
LIVN,2016-12-31,-0.62,-1.3,-1.29,0.01,False
LIVN,2017-12-31,-2.28,-0.5,-0.52,0.02,False
LIVN,2018-12-31,-4.5,-4.07,-3.91,0.16,False
LIVN,2019-12-31,-2.98,-3.23,-3.21,0.02,False
LIVN,2020-12-31,-5.79,-7.13,-7.1,0.03,False
LIVN,2021-12-31,-0.1,-2.72,-2.68,0.04,False
LIVN,2022-12-31,0.03,-1.62,-1.61,0.01,False
LIVN,2023-12-31,0.3,0.32,0.32,0.0,False
LIVN,2024-12-31,1.01,1.13,1.16,0.03,False
LIVN,2025-12-31,0.57,-4.45,-4.45,0.0,False
LKFN,2014-12-31,0.66,2.62,2.61,0.01,False
LKFN,2015-12-31,0.73,2.76,2.75,0.01,False
LKFN,2017-12-31,0.45,2.24,2.23,0.01,False
LKFN,2018-12-31,0.83,3.12,3.13,0.01,False
LKFN,2019-12-31,0.86,3.38,3.38,0.0,False
LKFN,2020-12-31,0.96,3.29,3.3,0.01,False
LKFN,2021-12-31,0.95,3.74,3.74,0.0,False
LKFN,2022-12-31,1.01,4.04,4.04,0.0,False
LKFN,2023-12-31,1.15,3.64,3.65,0.01,False
LKFN,2024-12-31,0.94,3.63,3.63,0.0,False
LKFN,2025-12-31,1.16,4.01,4.01,0.0,False
LKQ,2014-12-31,0.26,1.24,1.25,0.01,False
LKQ,2015-12-31,0.31,1.38,1.38,0.0,False
LKQ,2016-12-31,0.28,1.5,1.5,0.0,False
LKQ,2017-12-31,0.4,1.72,1.72,0.0,False
LKQ,2018-12-31,0.11,1.52,1.52,0.0,False
LKQ,2019-12-31,0.46,1.74,1.74,0.0,False
LKQ,2020-12-31,0.59,2.09,2.09,0.0,False
LKQ,2021-12-31,0.81,3.66,3.66,0.0,False
LKQ,2022-12-31,0.72,4.11,4.13,0.02,False
LKQ,2023-12-31,0.66,3.5,3.49,0.01,False
LKQ,2024-12-31,0.6,2.62,2.62,0.0,False
LKQ,2025-12-31,0.26,2.36,2.35,0.01,False
LMAT,2014-12-31,0.11,0.23,0.23,0.0,False
LMAT,2015-12-31,0.13,0.42,0.42,0.0,False
LMAT,2016-12-31,0.13,0.55,0.55,0.0,False
LMAT,2017-12-31,0.21,0.85,0.86,0.01,False
LMAT,2018-12-31,0.3,1.13,1.13,0.0,False
LMAT,2019-12-31,0.23,0.88,0.88,0.0,False
LMAT,2020-12-31,0.34,1.04,1.04,0.0,False
LMAT,2021-12-31,0.28,1.26,1.25,0.01,False
LMAT,2022-12-31,0.25,0.93,0.93,0.0,False
LMAT,2023-12-31,0.38,1.34,1.34,0.0,False
LMAT,2024-12-31,0.49,1.94,1.93,0.01,False
LMAT,2025-12-31,0.72,2.55,2.52,0.03,False
LNC,2014-12-31,1.32,5.66,5.67,0.01,False
LNC,2015-12-31,1.13,4.5,4.51,0.01,False
LNC,2016-12-31,0.83,5.0,5.03,0.03,False
LNC,2017-12-31,3.64,9.21,9.22,0.01,False
LNC,2018-12-31,1.85,7.43,7.4,0.03,False
LNC,2019-12-31,2.18,4.36,4.38,0.02,False
LNC,2020-12-31,0.75,2.42,2.56,0.14,True
LNC,2021-12-31,1.21,7.39,7.43,0.04,False
LNC,2022-12-31,0.08,-13.35,-13.1,0.25,False
LNC,2023-12-31,-7.22,-4.86,-4.92,0.06,False
LNC,2024-12-31,9.59,18.34,18.41,0.07,False
LNC,2025-12-31,3.81,5.32,5.83,0.51,True
LNN,2015-08-31,-0.28,2.19,2.22,0.03,False
LNN,2016-08-31,0.73,1.88,1.85,0.03,False
LNN,2017-08-31,0.59,2.16,2.17,0.01,False
LNN,2018-08-31,0.46,1.88,1.88,0.0,False
LNN,2019-08-31,0.14,0.2,0.2,0.0,False
LNN,2020-08-31,1.35,3.56,3.56,0.0,False
LNN,2021-08-31,0.53,3.87,3.88,0.01,False
LNN,2022-08-31,1.62,5.94,5.94,0.0,False
LNN,2023-08-31,1.74,6.55,6.54,0.01,False
LNN,2024-08-31,1.17,6.02,6.01,0.01,False
LNN,2025-08-31,0.99,6.78,6.78,0.0,False
LNTH,2016-12-31,0.13,0.84,0.82,0.02,False
LNTH,2017-12-31,2.49,3.17,3.17,0.0,False
LNTH,2018-12-31,0.33,1.03,1.03,0.0,False
LNTH,2019-12-31,0.26,0.79,0.79,0.0,False
LNTH,2020-12-31,-0.05,-0.23,-0.25,0.02,False
LNTH,2021-12-31,-0.6,-1.06,-1.06,0.0,False
LNTH,2022-12-31,-1.68,0.4,0.4,0.0,False
LNTH,2023-12-31,1.43,4.6,4.65,0.05,False
LNTH,2024-12-31,-0.16,4.38,4.36,0.02,False
LNTH,2025-12-31,0.84,3.39,3.41,0.02,False
LOPE,2014-12-31,0.7,2.37,2.37,0.0,False
LOPE,2015-12-31,0.81,2.78,2.78,0.0,False
LOPE,2016-12-31,1.01,3.15,3.15,0.0,False
LOPE,2017-12-31,1.41,4.21,4.22,0.01,False
LOPE,2018-12-31,1.56,4.73,4.73,0.0,False
LOPE,2019-12-31,1.59,5.37,5.37,0.0,False
LOPE,2020-12-31,1.86,5.46,5.45,0.01,False
LOPE,2021-12-31,2.15,6.01,5.92,0.09,False
LOPE,2022-12-31,2.31,5.73,5.73,0.0,False
LOPE,2023-12-31,2.71,6.8,6.8,0.0,False
LOPE,2024-12-31,2.84,7.74,7.73,0.01,False
LOPE,2025-12-31,3.14,7.72,7.71,0.01,False
LPG,2016-03-31,0.36,2.29,2.29,0.0,False
LPG,2017-03-31,0.04,-0.02,-0.03,0.01,False
LPG,2018-03-31,-0.06,-0.37,-0.38,0.01,False
LPG,2019-03-31,-0.29,-0.93,-0.93,0.0,False
LPG,2020-03-31,0.56,2.07,2.07,0.0,False
LPG,2021-03-31,0.93,1.89,1.86,0.03,False
LPG,2022-03-31,0.88,1.78,1.78,0.0,False
LPG,2023-03-31,1.89,4.29,4.29,0.0,False
LPG,2024-03-31,1.96,7.6,7.6,0.0,False
LPG,2025-03-31,0.19,2.16,2.14,0.02,False
LPG,2026-03-31,1.9,4.55,4.54,0.01,False
LPX,2014-12-31,-0.31,-0.54,-0.53,0.01,False
LPX,2015-12-31,-0.05,-0.62,-0.62,0.0,False
LPX,2016-12-31,0.29,1.03,1.03,0.0,False
LPX,2017-12-31,0.89,2.67,2.66,0.01,False
LPX,2018-12-31,0.12,2.71,2.73,0.02,False
LPX,2019-12-31,-0.45,-0.09,-0.04,0.05,False
LPX,2020-12-31,2.35,4.5,4.46,0.04,False
LPX,2021-12-31,2.18,13.95,14.09,0.14,False
LPX,2022-12-31,-0.11,13.27,13.87,0.6,False
LPX,2023-12-31,0.82,2.46,2.46,0.0,False
LPX,2024-12-31,0.9,5.89,5.89,0.0,False
LPX,2025-12-31,-0.11,2.09,2.08,0.01,False
LQDA,2020-12-31,-0.39,-1.8,-1.76,0.04,False
LQDA,2021-12-31,-0.22,-0.7,-0.7,0.0,False
LQDA,2022-12-31,-0.1,-0.69,-0.67,0.02,False
LQDA,2023-12-31,-0.42,-1.2,-1.21,0.01,False
LQDA,2024-12-31,-0.45,-1.66,-1.66,0.0,False
LQDA,2025-12-31,0.17,-0.81,-0.8,0.01,False
LQDT,2015-09-30,-1.46,-3.5,-3.5,0.0,False
LQDT,2016-09-30,-1.75,-1.95,-1.96,0.01,False
LQDT,2019-09-30,-0.16,-0.58,-0.58,0.0,False
LQDT,2020-09-30,0.16,-0.11,-0.11,0.0,False
LQDT,2021-09-30,0.96,1.48,1.45,0.03,False
LQDT,2022-09-30,0.25,1.2,1.2,0.0,False
LQDT,2023-09-30,0.2,0.66,0.65,0.01,False
LQDT,2024-09-30,0.2,0.63,0.63,0.0,False
LQDT,2025-09-30,0.24,0.87,0.87,0.0,False
LRN,2016-06-30,-0.02,0.24,0.23,0.01,False
LRN,2017-06-30,-0.16,0.01,0.01,0.0,False
LRN,2018-06-30,0.22,0.66,0.68,0.02,False
LRN,2019-06-30,0.08,0.89,0.91,0.02,False
LRN,2020-06-30,0.11,0.6,0.6,0.0,False
LRN,2021-06-30,0.25,1.72,1.71,0.01,False
LRN,2022-06-30,0.62,2.49,2.52,0.03,False
LRN,2023-06-30,1.0,2.95,2.97,0.02,False
LRN,2024-06-30,1.43,4.68,4.69,0.01,False
LRN,2025-06-30,0.96,5.95,5.95,0.0,False
LRN,2026-06-30,1.72,7.17,7.14,0.03,False
LSCC,2015-01-03,0.13,0.41,0.4,0.01,False
LSCC,2016-01-02,-0.38,-1.35,-1.36,0.01,False
LSCC,2016-12-31,-0.07,-0.46,-0.45,0.01,False
LSCC,2017-12-30,-0.06,-0.58,-0.58,0.0,False
LSCC,2018-12-29,-0.06,-0.22,-0.21,0.01,False
LSCC,2019-12-28,0.1,0.31,0.32,0.01,False
LSCC,2021-01-02,0.11,0.34,0.34,0.0,False
LSCC,2022-01-01,0.2,0.67,0.67,0.0,False
LSCC,2022-12-31,0.37,1.28,1.27,0.01,False
LSCC,2023-12-30,0.71,1.85,1.85,0.0,False
LSCC,2024-12-28,0.12,0.44,0.44,0.0,False
LSCC,2026-01-03,-0.06,0.02,0.02,0.0,False
LSTR,2014-12-27,0.86,3.09,3.07,0.02,False
LSTR,2015-12-26,0.88,3.37,3.37,0.0,False
LSTR,2016-12-31,0.94,3.25,3.25,0.0,False
LSTR,2017-12-30,1.54,4.21,4.21,0.0,False
LSTR,2018-12-29,1.68,6.19,6.18,0.01,False
LSTR,2019-12-28,1.27,5.73,5.72,0.01,False
LSTR,2020-12-26,1.7,4.98,4.98,0.0,False
LSTR,2021-12-25,2.99,9.98,9.98,0.0,False
LSTR,2022-12-31,2.6,11.75,11.76,0.01,False
LSTR,2023-12-30,1.62,7.35,7.36,0.01,False
LSTR,2024-12-28,1.31,5.52,5.51,0.01,False
LSTR,2025-12-27,0.7,3.31,3.31,0.0,False
LTC,2014-12-31,0.57,1.99,1.99,0.0,False
LTC,2015-12-31,0.48,1.95,1.94,0.01,False
LTC,2016-12-31,0.52,2.2,2.21,0.01,False
LTC,2017-12-31,0.5,2.2,2.2,0.0,False
LTC,2018-12-31,0.76,3.88,3.89,0.01,False
LTC,2019-12-31,0.32,2.02,2.02,0.0,False
LTC,2020-12-31,0.45,2.41,2.42,0.01,False
LTC,2021-12-31,0.33,1.42,1.41,0.01,False
LTC,2022-12-31,0.44,2.48,2.48,0.0,False
LTC,2023-12-31,0.67,2.16,2.16,0.0,False
LTC,2024-12-31,0.39,2.05,2.04,0.01,False
LTC,2025-12-31,2.11,2.44,2.52,0.08,False
LTH,2021-12-31,-1.64,-3.65,-3.73,0.08,False
LTH,2022-12-31,0.07,-0.02,-0.01,0.01,False
LTH,2023-12-31,0.12,0.38,0.37,0.01,False
LTH,2024-12-31,0.17,0.74,0.74,0.0,False
LTH,2025-12-31,0.54,1.65,1.66,0.01,False
LUMN,2014-12-31,0.33,1.35,1.36,0.01,False
LUMN,2015-12-31,0.62,1.59,1.58,0.01,False
LUMN,2016-12-31,0.08,1.16,1.16,0.0,False
LUMN,2017-12-31,1.26,1.76,2.21,0.45,True
LUMN,2018-12-31,-2.29,-1.66,-1.63,0.03,False
LUMN,2019-12-31,0.21,-4.93,-4.92,0.01,False
LUMN,2020-12-31,-2.15,-1.17,-1.14,0.03,False
LUMN,2021-12-31,0.5,1.91,1.91,0.0,False
LUMN,2022-12-31,-3.13,-1.63,-1.54,0.09,True
LUMN,2023-12-31,-2.03,-10.47,-10.48,0.01,False
LUMN,2024-12-31,0.09,-0.05,-0.06,0.01,False
LUMN,2025-12-31,-0.0,-1.74,-1.75,0.01,False
LW,2017-05-28,0.52,2.22,2.22,0.0,False
LW,2018-05-27,0.68,2.82,2.82,0.0,False
LW,2019-05-26,0.75,3.17,3.18,0.01,False
LW,2020-05-31,-0.01,2.49,2.49,0.0,False
LW,2021-05-30,0.45,2.17,2.16,0.01,False
LW,2022-05-29,0.22,1.37,1.38,0.01,False
LW,2023-05-28,3.4,6.92,6.95,0.03,False
LW,2024-05-26,0.89,4.98,4.98,0.0,False
LW,2025-05-25,0.85,2.51,2.5,0.01,False
LW,2026-05-31,0.8,2.09,2.08,0.01,False
LXP,2014-12-31,0.15,0.37,0.38,0.01,False
LXP,2015-12-31,0.15,0.46,0.45,0.01,False
LXP,2016-12-31,0.09,0.42,0.37,0.05,True
LXP,2017-12-31,0.12,0.33,0.33,0.0,False
LXP,2018-12-31,0.08,0.9,0.93,0.03,False
LXP,2019-12-31,0.34,1.13,1.15,0.02,False
LXP,2020-12-31,0.38,0.65,0.66,0.01,False
LXP,2021-12-31,0.84,1.26,1.34,0.08,True
LXP,2022-12-31,0.13,0.38,0.38,0.0,False
LXP,2023-12-31,0.04,0.08,0.08,0.0,False
LXP,2024-12-31,0.11,0.13,0.13,0.0,False
LYFT,2019-12-31,-1.17,-53.5,-11.44,42.06,True
LYFT,2020-12-31,-1.43,-5.61,-5.61,0.0,False
LYFT,2021-12-31,-0.83,-3.2,-3.02,0.18,True
LYFT,2022-12-31,-1.61,-4.44,-4.47,0.03,False
LYFT,2023-12-31,-0.07,-0.9,-0.88,0.02,False
LYFT,2024-12-31,0.14,0.04,0.06,0.02,False
LYFT,2025-12-31,6.7,6.92,6.81,0.11,False
LZ,2021-12-31,-0.13,-0.72,-0.67,0.05,True
LZ,2022-12-31,0.03,-0.22,-0.25,0.03,False
LZ,2023-12-31,0.04,0.08,0.07,0.01,False
LZ,2024-12-31,0.07,0.16,0.16,0.0,False
LZ,2025-12-31,0.03,0.08,0.08,0.0,False
LZB,2015-04-25,0.39,1.35,1.34,0.01,False
LZB,2016-04-30,0.45,1.56,1.55,0.01,False
LZB,2017-04-29,0.56,1.73,1.73,0.0,False
LZB,2018-04-28,0.71,1.67,1.67,0.0,False
LZB,2019-04-27,0.03,1.45,1.44,0.01,False
LZB,2020-04-25,0.05,1.65,1.66,0.01,False
LZB,2021-04-24,0.81,2.28,2.3,0.02,False
LZB,2022-04-30,1.32,3.4,3.39,0.01,False
LZB,2023-04-29,0.79,3.49,3.48,0.01,False
LZB,2024-04-27,0.91,2.83,2.83,0.0,False
LZB,2025-04-26,0.35,2.35,2.35,0.0,False
LZB,2026-04-25,0.81,2.47,2.47,0.0,False
M,2015-01-31,2.26,4.27,4.22,0.05,False
M,2016-01-30,1.73,3.29,3.22,0.07,False
M,2017-01-28,1.54,1.99,1.99,0.0,False
M,2018-02-03,4.31,5.04,5.04,0.0,False
M,2019-02-02,2.37,3.55,3.56,0.01,False
M,2020-02-01,1.09,1.82,1.81,0.01,False
M,2021-01-30,0.51,-12.7,-12.68,0.02,False
M,2022-01-29,2.44,4.6,4.55,0.05,False
M,2023-01-28,1.83,4.19,4.19,0.0,False
M,2024-02-03,-0.25,0.38,0.38,0.0,False
M,2025-02-01,1.21,2.06,2.07,0.01,False
M,2026-01-31,1.84,2.32,2.32,0.0,False
MAC,2014-12-31,9.51,10.0,10.45,0.45,False
MAC,2015-12-31,2.65,3.1,3.08,0.02,False
MAC,2016-12-31,0.26,3.42,3.52,0.1,False
MAC,2017-12-31,0.23,1.02,1.02,0.0,False
MAC,2018-12-31,0.08,0.41,0.42,0.01,False
MAC,2019-12-31,0.19,0.68,0.68,0.0,False
MAC,2020-12-31,-1.27,-1.55,-1.58,0.03,False
MAC,2021-12-31,-0.08,-0.04,0.07,0.11,True
MAC,2022-12-31,0.01,-0.3,-0.31,0.01,False
MAC,2023-12-31,0.29,-1.27,-1.28,0.01,False
MAC,2024-12-31,-0.89,-0.82,-0.88,0.06,True
MAC,2025-12-31,-0.07,-0.77,-0.78,0.01,False
MAN,2014-12-31,1.48,5.3,5.3,0.0,False
MAN,2015-12-31,1.65,5.42,5.4,0.02,False
MAN,2016-12-31,1.86,6.31,6.27,0.04,False
MAN,2017-12-31,3.2,8.05,8.04,0.01,False
MAN,2018-12-31,2.54,8.59,8.56,0.03,False
MAN,2019-12-31,2.33,7.74,7.72,0.02,False
MAN,2020-12-31,1.33,0.43,0.41,0.02,False
MAN,2021-12-31,2.01,6.91,6.91,0.0,False
MAN,2022-12-31,0.95,7.05,7.08,0.03,False
MAN,2023-12-31,-1.72,1.68,1.76,0.08,False
MAN,2024-12-31,0.47,2.99,3.01,0.02,False
MAN,2025-12-31,0.66,-0.28,-0.29,0.01,False
MANH,2015-12-31,0.36,1.4,1.4,0.0,False
MANH,2016-12-31,0.42,1.73,1.72,0.01,False
MANH,2017-12-31,0.36,1.68,1.68,0.0,False
MANH,2018-12-31,0.4,1.58,1.58,0.0,False
MANH,2019-12-31,0.26,1.32,1.32,0.0,False
MANH,2020-12-31,0.32,1.36,1.36,0.0,False
MANH,2021-12-31,0.32,1.72,1.72,0.0,False
MANH,2022-12-31,0.6,2.04,2.03,0.01,False
MANH,2023-12-31,0.77,2.81,2.82,0.01,False
MANH,2024-12-31,0.77,3.51,3.51,0.0,False
MANH,2025-12-31,0.86,3.6,3.6,0.0,False
MARA,2016-12-31,-1.8,-1.99,-1.89,0.1,True
