ticker,quarter_end_date,q4_eps,sum_4q,fy_eps,gap,flag
CALY,2017-12-31,-0.2,0.43,0.42,0.01,False
CALY,2018-12-31,-0.29,1.09,1.08,0.01,False
CALY,2019-12-31,-0.3,0.82,0.82,0.0,False
CALY,2020-12-31,-0.45,-1.39,-1.35,0.04,False
CALY,2021-12-31,-0.13,2.44,1.82,0.62,True
CALY,2022-12-31,-0.35,0.82,0.82,0.0,False
CALY,2023-12-31,-0.38,0.5,0.5,0.0,False
CALY,2024-12-31,-8.23,-7.89,-7.88,0.01,False
CALY,2025-12-31,-2.19,-2.15,-2.2,0.05,False
CAR,2014-12-31,0.2,2.21,2.22,0.01,False
CAR,2015-12-31,-0.05,2.97,2.98,0.01,False
CAR,2016-12-31,-0.34,1.79,1.75,0.04,False
CAR,2017-12-31,2.61,4.31,4.25,0.06,False
CAR,2018-12-31,0.17,2.09,2.06,0.03,False
CAR,2019-12-31,1.9,4.01,3.98,0.03,False
CAR,2020-12-31,-1.28,-9.72,-9.71,0.01,False
CAR,2021-12-31,6.44,20.09,19.44,0.65,False
CAR,2022-12-31,10.1,57.19,57.16,0.03,False
CAR,2023-12-31,6.82,42.33,42.08,0.25,False
CAR,2024-12-31,-55.94,-52.09,-51.23,0.86,False
CAR,2025-12-31,-21.53,-25.67,-25.25,0.42,False
CARG,2017-12-31,0.04,0.14,0.12,0.02,False
CARG,2018-12-31,0.16,0.6,0.57,0.03,False
CARG,2019-12-31,0.12,0.37,0.37,0.0,False
CARG,2020-12-31,0.22,0.68,0.68,0.0,False
CARG,2021-12-31,0.27,0.93,0.0,0.93,True
CARG,2022-12-31,0.31,-0.17,0.62,0.79,True
CARG,2023-12-31,-0.2,0.19,0.19,0.0,False
CARG,2024-12-31,0.43,0.18,0.2,0.02,False
CARG,2025-12-31,0.52,1.56,1.55,0.01,False
CART,2024-12-31,0.54,1.59,1.58,0.01,False
CART,2025-12-31,0.29,1.58,1.6,0.02,False
CASH,2015-09-30,0.63,2.65,2.66,0.01,False
CASH,2016-09-30,0.7,3.91,3.92,0.01,False
CASH,2017-09-30,0.19,4.79,4.83,0.04,False
CASH,2018-09-30,0.24,1.67,1.67,0.0,False
CASH,2020-09-30,0.38,2.92,2.94,0.02,False
CASH,2021-09-30,0.5,4.39,4.38,0.01,False
CASH,2022-09-30,0.81,5.23,5.26,0.03,False
CASH,2023-09-30,1.36,6.01,5.99,0.02,False
CASH,2024-09-30,1.36,7.22,6.62,0.6,True
CASH,2025-09-30,1.69,7.87,7.87,0.0,False
CATY,2014-12-31,0.44,1.72,1.72,0.0,False
CATY,2015-12-31,0.51,1.99,1.98,0.01,False
CATY,2016-12-31,0.6,2.19,2.19,0.0,False
CATY,2017-12-31,0.32,2.18,2.17,0.01,False
CATY,2018-12-31,0.8,3.33,3.33,0.0,False
CATY,2019-12-31,0.84,3.48,3.48,0.0,False
CATY,2020-12-31,0.89,2.87,2.87,0.0,False
CATY,2021-12-31,0.98,3.8,3.8,0.0,False
CATY,2022-12-31,1.31,4.83,4.83,0.0,False
CATY,2023-12-31,1.13,4.86,4.86,0.0,False
CATY,2024-12-31,1.12,3.96,3.95,0.01,False
CATY,2025-12-31,1.33,4.54,4.54,0.0,False
CAVA,2024-12-29,0.66,1.1,1.1,0.0,False
CAVA,2025-12-28,0.04,0.54,0.54,0.0,False
CBRL,2015-07-31,1.97,6.82,6.82,0.0,False
CBRL,2016-07-29,2.12,7.87,7.86,0.01,False
CBRL,2017-07-28,2.23,8.38,8.37,0.01,False
CBRL,2018-08-03,2.55,10.29,10.29,0.0,False
CBRL,2019-08-02,2.7,9.27,9.27,0.0,False
CBRL,2020-07-31,1.06,-1.41,-1.36,0.05,False
CBRL,2021-07-30,1.53,10.71,10.71,0.0,False
CBRL,2022-07-29,1.47,5.67,5.67,0.0,False
CBRL,2023-07-28,1.68,4.45,4.45,0.0,False
CBRL,2024-08-02,0.81,1.84,1.83,0.01,False
CBRL,2025-08-01,0.3,2.07,2.06,0.01,False
CBRL,2026-07-31,0.53,1.39,1.4,0.01,False
CBT,2015-09-30,0.65,-5.29,-5.27,0.02,False
CBT,2016-09-30,0.82,2.35,2.36,0.01,False
CBT,2017-09-30,1.09,3.83,3.8,0.03,False
CBT,2018-09-30,1.53,-1.85,-1.85,0.0,False
CBT,2019-09-30,0.54,2.62,2.63,0.01,False
CBT,2020-09-30,-4.83,-4.26,-4.21,0.05,False
CBT,2021-09-30,0.51,4.35,4.34,0.01,False
CBT,2022-09-30,1.63,3.59,3.62,0.03,False
CBT,2023-09-30,4.11,7.76,7.73,0.03,False
CBT,2024-09-30,2.41,6.72,6.72,0.0,False
CBT,2025-09-30,0.78,6.0,6.02,0.02,False
CBU,2014-12-31,0.56,2.21,2.22,0.01,False
CBU,2015-12-31,0.47,2.19,2.19,0.0,False
CBU,2016-12-31,0.59,2.33,2.32,0.01,False
CBU,2017-12-31,1.4,3.0,3.03,0.03,False
CBU,2018-12-31,0.78,3.25,3.24,0.01,False
CBU,2019-12-31,0.82,3.23,3.23,0.0,False
CBU,2020-12-31,0.86,3.07,3.08,0.01,False
CBU,2021-12-31,0.8,3.48,3.48,0.0,False
CBU,2022-12-31,0.97,3.46,3.46,0.0,False
CBU,2023-12-31,0.63,2.45,2.45,0.0,False
CBU,2024-12-31,0.94,3.44,3.44,0.0,False
CBU,2025-12-31,1.03,3.97,3.97,0.0,False
CC,2015-12-31,-0.48,-0.5,-0.5,0.0,False
CC,2016-12-31,-1.23,0.06,0.04,0.02,False
CC,2017-12-31,1.19,3.9,3.91,0.01,False
CC,2018-12-31,0.81,5.43,5.45,0.02,False
CC,2019-12-31,-2.04,-0.46,-0.32,0.14,True
CC,2020-12-31,0.11,1.33,1.32,0.01,False
CC,2021-12-31,1.4,3.63,3.6,0.03,False
CC,2022-12-31,-0.64,3.57,3.65,0.08,False
CC,2023-12-31,-0.13,-1.61,-1.6,0.01,False
CC,2024-12-31,-0.05,0.57,0.57,0.0,False
CC,2025-12-31,-0.31,-2.57,-2.57,0.0,False
CCK,2014-12-31,0.09,2.78,2.79,0.01,False
CCK,2015-12-31,0.47,2.82,2.82,0.0,False
CCK,2016-12-31,0.47,3.56,3.56,0.0,False
CCK,2017-12-31,-0.67,2.36,2.38,0.02,False
CCK,2018-12-31,0.4,3.29,3.28,0.01,False
CCK,2019-12-31,0.64,3.79,3.78,0.01,False
CCK,2020-12-31,1.12,4.3,4.3,0.0,False
CCK,2021-12-31,-8.14,-4.83,-4.3,0.53,True
CCK,2022-12-31,0.75,5.98,5.99,0.01,False
CCK,2023-12-31,0.27,3.76,3.76,0.0,False
CCK,2024-12-31,3.01,3.55,3.55,0.0,False
CCK,2025-12-31,1.31,6.37,6.38,0.01,False
CCOI,2014-12-31,-0.01,0.02,0.02,0.0,False
CCOI,2015-12-31,0.05,0.1,0.11,0.01,False
CCOI,2016-12-31,0.09,0.14,0.33,0.19,True
CCOI,2017-12-31,-0.14,0.13,0.13,0.0,False
CCOI,2018-12-31,0.15,0.62,0.63,0.01,False
CCOI,2019-12-31,0.16,0.82,0.81,0.01,False
CCOI,2020-12-31,-0.14,0.13,0.13,0.0,False
CCOI,2021-12-31,0.38,1.02,1.03,0.01,False
CCOI,2022-12-31,0.02,0.11,0.11,0.0,False
CCOI,2023-12-31,4.07,26.65,26.62,0.03,False
CCOI,2024-12-31,-0.9,-4.29,-4.28,0.01,False
CCOI,2025-12-31,-0.63,-3.8,-3.8,0.0,False
CCS,2014-12-31,0.34,1.04,1.03,0.01,False
CCS,2015-12-31,0.64,1.91,1.88,0.03,False
CCS,2016-12-31,0.72,2.35,2.33,0.02,False
CCS,2017-12-31,0.61,2.04,2.03,0.01,False
CCS,2018-12-31,0.84,3.17,3.17,0.0,False
CCS,2019-12-31,1.63,3.57,3.62,0.05,False
CCS,2020-12-31,2.72,6.13,6.13,0.0,False
CCS,2021-12-31,4.65,14.43,14.47,0.04,False
CCS,2022-12-31,2.47,15.89,15.92,0.03,False
CCS,2023-12-31,2.83,8.05,8.05,0.0,False
CCS,2024-12-31,3.2,10.4,10.4,0.0,False
CCS,2025-12-31,1.21,4.86,4.86,0.0,False
CDE,2014-12-31,-10.54,-11.29,-11.28,0.01,False
CDE,2015-12-31,-2.08,-2.63,-2.83,0.2,True
CDE,2020-12-31,0.05,0.1,0.11,0.01,False
CDE,2021-12-31,-0.04,-0.11,-0.13,0.02,False
CDE,2022-12-31,0.17,-0.29,-0.28,0.01,False
CDE,2023-12-31,-0.07,-0.31,-0.3,0.01,False
CDE,2024-12-31,0.09,0.13,0.15,0.02,False
CDE,2025-12-31,0.33,0.91,0.95,0.04,False
CDP,2014-12-31,0.01,0.25,0.25,0.0,False
CDP,2015-12-31,0.59,1.73,1.74,0.01,False
CDP,2016-12-31,0.22,-0.04,-0.03,0.01,False
CDP,2017-12-31,0.1,0.57,0.57,0.0,False
CDP,2018-12-31,0.16,0.7,0.69,0.01,False
CDP,2019-12-31,0.38,1.71,1.71,0.0,False
CDP,2020-12-31,0.73,0.86,0.87,0.01,False
CDP,2021-12-31,0.12,0.68,0.68,0.0,False
CDP,2022-12-31,0.45,1.53,1.53,0.0,False
CDP,2023-12-31,0.3,-0.67,-0.67,0.0,False
CDP,2024-12-31,0.31,1.23,1.23,0.0,False
CDP,2025-12-31,0.33,1.35,1.34,0.01,False
CE,2014-12-31,-0.54,4.0,4.0,0.0,False
CE,2015-12-31,-1.98,1.95,2.0,0.05,False
CE,2016-12-31,1.12,6.16,6.18,0.02,False
CE,2017-12-31,1.49,6.1,6.09,0.01,False
CE,2018-12-31,0.74,8.88,8.91,0.03,False
CE,2019-12-31,0.35,6.77,6.84,0.07,False
CE,2020-12-31,12.45,16.92,16.75,0.17,False
CE,2021-12-31,4.74,16.89,16.86,0.03,False
CE,2022-12-31,6.98,17.32,17.34,0.02,False
CE,2023-12-31,6.37,17.9,17.92,0.02,False
CE,2024-12-31,-17.64,-14.07,-13.93,0.14,False
CE,2025-12-31,0.17,-10.6,-10.64,0.04,False
CELH,2018-12-31,-0.02,-0.23,-0.23,0.0,False
CELH,2019-12-31,-0.02,0.17,0.16,0.01,False
CELH,2020-12-31,0.02,0.11,0.11,0.0,False
CELH,2021-12-31,-0.04,0.05,0.05,0.0,False
CELH,2022-12-31,-0.3,-2.55,-2.63,0.08,False
CELH,2024-12-31,-0.1,0.45,0.45,0.0,False
CELH,2025-12-31,0.03,0.24,0.25,0.01,False
CENT,2015-09-26,-0.09,0.64,0.64,0.0,False
CENT,2016-09-24,-0.1,0.88,0.87,0.01,False
CENT,2017-09-30,0.08,1.52,1.52,0.0,False
CENT,2018-09-29,0.19,2.34,2.32,0.02,False
CENT,2019-09-28,0.04,1.6,1.61,0.01,False
CENT,2020-09-26,0.25,2.22,2.2,0.02,False
CENT,2021-09-25,-0.05,2.74,2.75,0.01,False
CENT,2022-09-24,-0.04,2.78,2.8,0.02,False
CENT,2023-09-30,0.05,2.35,2.35,0.0,False
CENT,2025-09-27,-0.16,2.55,2.55,0.0,False
CENTA,2015-09-26,-0.09,0.64,0.64,0.0,False
CENTA,2016-09-24,-0.1,0.88,0.87,0.01,False
CENTA,2017-09-30,0.08,1.52,1.52,0.0,False
CENTA,2018-09-29,0.19,2.34,2.32,0.02,False
CENTA,2019-09-28,0.04,1.6,1.61,0.01,False
CENTA,2020-09-26,0.25,2.22,2.2,0.02,False
CENTA,2021-09-25,-0.05,2.74,2.75,0.01,False
CENTA,2022-09-24,-0.04,2.78,2.8,0.02,False
CENTA,2023-09-30,0.05,2.35,2.35,0.0,False
CENTA,2025-09-27,-0.16,2.55,2.55,0.0,False
CENX,2014-12-31,0.63,1.13,1.15,0.02,False
CENX,2016-12-31,-1.93,-2.9,-2.9,0.0,False
CENX,2017-12-31,0.37,0.49,0.51,0.02,False
CENX,2018-12-31,-0.75,-0.78,-0.76,0.02,False
CENX,2019-12-31,-0.05,-0.9,-0.91,0.01,False
CENX,2020-12-31,-0.4,-1.38,-1.38,0.0,False
CENX,2021-12-31,0.67,-1.85,-1.85,0.0,False
CENX,2022-12-31,-1.47,-0.5,-0.15,0.35,True
CENX,2023-12-31,0.33,-0.47,-0.47,0.0,False
CENX,2024-12-31,0.4,3.09,3.27,0.18,True
CENX,2025-12-31,0.02,0.41,0.42,0.01,False
CERT,2021-12-31,-0.06,-0.08,-0.09,0.01,False
CERT,2022-12-31,0.06,0.09,0.09,0.0,False
CERT,2023-12-31,-0.08,-0.35,-0.35,0.0,False
CERT,2024-12-31,0.04,-0.08,-0.08,0.0,False
CERT,2025-12-31,-0.04,-0.01,-0.01,0.0,False
CFFN,2015-09-30,0.14,0.57,0.58,0.01,False
CFFN,2016-09-30,0.15,0.62,0.63,0.01,False
CFFN,2017-09-30,0.15,0.62,0.63,0.01,False
CFFN,2018-09-30,0.16,0.74,0.73,0.01,False
CFFN,2019-09-30,0.16,0.69,0.68,0.01,False
CFFN,2020-09-30,0.13,0.46,0.47,0.01,False
CFFN,2021-09-30,0.14,0.56,0.56,0.0,False
CFFN,2022-09-30,0.14,0.62,0.62,0.0,False
CFFN,2023-09-30,-1.05,-0.76,-0.76,0.0,False
CFFN,2024-09-30,0.09,0.29,0.29,0.0,False
CFFN,2025-09-30,0.14,0.52,0.52,0.0,False
CFR,2014-12-31,1.11,4.28,4.29,0.01,False
CFR,2015-12-31,0.89,4.27,4.28,0.01,False
CFR,2016-12-31,1.27,4.69,4.7,0.01,False
CFR,2017-12-31,1.53,5.51,5.51,0.0,False
CFR,2018-12-31,1.82,6.89,6.9,0.01,False
CFR,2019-12-31,1.61,6.85,6.84,0.01,False
CFR,2020-12-31,1.4,5.12,5.1,0.02,False
CFR,2021-12-31,1.54,6.76,6.76,0.0,False
CFR,2022-12-31,2.93,8.83,8.81,0.02,False
CFR,2023-12-31,1.57,9.12,9.1,0.02,False
CFR,2024-12-31,2.38,8.89,8.87,0.02,False
CFR,2025-12-31,2.59,9.95,9.92,0.03,False
CG,2014-12-31,0.22,1.25,1.23,0.02,False
CG,2015-12-31,-0.01,-0.24,-0.3,0.06,True
CG,2016-12-31,-0.16,-0.1,-0.08,0.02,False
CG,2017-12-31,0.53,2.45,2.38,0.07,False
CG,2018-12-31,-0.14,0.82,0.82,0.0,False
CG,2019-12-31,-0.06,2.9,2.82,0.08,False
CG,2020-12-31,1.4,0.87,0.97,0.1,True
CG,2021-12-31,1.78,8.2,8.2,0.0,False
CG,2022-12-31,0.35,3.36,3.35,0.01,False
CG,2023-12-31,-1.95,-1.72,-1.68,0.04,False
CG,2024-12-31,0.57,2.78,2.77,0.01,False
CG,2025-12-31,0.96,2.18,2.18,0.0,False
CGNX,2014-12-31,0.3,1.37,1.36,0.01,False
CGNX,2015-12-31,0.22,2.13,2.13,0.0,False
CGNX,2016-12-31,0.44,1.71,1.72,0.01,False
CGNX,2018-12-31,0.26,1.24,1.24,0.0,False
CGNX,2019-12-31,0.46,1.17,1.16,0.01,False
CGNX,2020-12-31,0.38,0.98,1.0,0.02,False
CGNX,2021-12-31,0.3,1.56,1.56,0.0,False
CGNX,2022-12-31,0.32,1.23,1.23,0.0,False
CGNX,2023-12-31,0.07,0.66,0.65,0.01,False
CGNX,2024-12-31,0.16,0.61,0.62,0.01,False
CGNX,2025-12-31,0.19,0.67,0.68,0.01,False
CHCO,2014-12-31,0.97,3.39,3.38,0.01,False
CHCO,2015-12-31,0.89,3.53,3.53,0.0,False
CHCO,2016-12-31,0.98,3.47,3.45,0.02,False
CHCO,2017-12-31,0.62,3.49,3.48,0.01,False
CHCO,2018-12-31,0.68,4.49,4.49,0.0,False
CHCO,2019-12-31,1.38,5.42,5.42,0.0,False
CHCO,2020-12-31,1.39,5.54,5.55,0.01,False
CHCO,2021-12-31,1.54,5.67,5.66,0.01,False
CHCO,2022-12-31,2.05,6.8,6.8,0.0,False
CHCO,2023-12-31,1.84,7.61,7.61,0.0,False
CHCO,2024-12-31,1.94,7.89,7.89,0.0,False
CHCO,2025-12-31,2.18,8.94,8.93,0.01,False
CHDN,2014-12-31,-0.79,2.58,2.64,0.06,False
CHDN,2015-12-31,0.43,3.68,3.71,0.03,False
CHDN,2016-12-31,1.64,6.43,6.42,0.01,False
CHDN,2017-12-31,2.48,8.81,8.77,0.04,False
CHDN,2018-12-31,0.27,8.35,8.48,0.13,False
CHDN,2020-12-31,0.42,-2.09,-2.08,0.01,False
CHDN,2021-12-31,1.12,6.36,6.35,0.01,False
CHDN,2022-12-31,0.03,11.38,11.42,0.04,False
CHE,2014-12-31,1.7,5.57,5.57,0.0,False
CHE,2015-12-31,1.72,6.32,6.33,0.01,False
CHE,2016-12-31,1.94,6.49,6.48,0.01,False
CHE,2017-12-31,3.12,5.68,5.86,0.18,False
CHE,2018-12-31,3.25,12.24,12.23,0.01,False
CHE,2019-12-31,3.96,13.3,13.31,0.01,False
CHE,2020-12-31,6.97,19.5,19.48,0.02,False
CHE,2021-12-31,4.81,16.88,16.85,0.03,False
CHE,2022-12-31,4.13,16.53,16.53,0.0,False
CHE,2023-12-31,5.9,17.92,17.93,0.01,False
CHE,2024-12-31,6.03,19.92,19.89,0.03,False
CHE,2025-12-31,5.5,18.39,18.34,0.05,False
CHEF,2014-12-26,0.21,0.57,0.57,0.0,False
CHEF,2015-12-25,0.24,0.61,0.63,0.02,False
CHEF,2016-12-30,0.35,0.11,0.12,0.01,False
CHEF,2017-12-29,0.33,0.52,0.54,0.02,False
CHEF,2018-12-28,0.28,0.68,0.7,0.02,False
CHEF,2019-12-27,0.36,0.81,0.81,0.0,False
CHEF,2020-12-25,-1.12,-2.53,-2.46,0.07,False
CHEF,2021-12-24,0.23,-0.14,-0.13,0.01,False
CHEF,2022-12-30,0.03,0.7,0.73,0.03,False
CHEF,2023-12-29,0.3,0.78,0.88,0.1,True
CHEF,2024-12-27,0.45,1.21,1.32,0.11,True
CHEF,2025-12-26,0.49,1.67,1.68,0.01,False
CHH,2014-12-31,0.43,2.09,2.1,0.01,False
CHH,2015-12-31,0.51,2.22,2.22,0.0,False
CHH,2016-12-31,0.56,2.45,2.46,0.01,False
CHH,2019-12-31,0.75,3.98,3.98,0.0,False
CHH,2020-12-31,0.14,1.35,1.35,0.0,False
CHH,2021-12-31,1.14,5.15,5.15,0.0,False
CHH,2022-12-31,1.04,5.98,5.99,0.01,False
CHH,2023-12-31,0.58,5.06,5.07,0.01,False
CHH,2024-12-31,1.6,6.24,6.2,0.04,False
CHH,2025-12-31,1.37,7.92,7.9,0.02,False
CHRD,2014-12-31,1.75,5.05,5.05,0.0,False
CHRD,2015-12-31,0.03,-0.33,-0.31,0.02,False
CHRD,2016-12-31,-0.25,-1.35,-1.32,0.03,False
CHRD,2017-12-31,0.51,0.5,0.52,0.02,False
CHRD,2018-12-31,0.72,-0.1,-0.11,0.01,False
CHRD,2019-12-31,-0.24,-0.41,-0.41,0.0,False
CHRD,2021-12-31,10.38,15.18,15.48,0.3,False
CHRD,2022-12-31,8.28,59.1,57.55,1.55,False
CHRD,2023-12-31,6.95,23.55,23.51,0.04,False
CHRD,2024-12-31,3.78,16.27,16.02,0.25,False
CHRD,2025-12-31,1.49,0.64,0.74,0.1,True
CHWY,2020-02-02,-0.15,-0.64,-0.63,0.01,False
CHWY,2021-01-31,0.05,-0.23,-0.23,0.0,False
CHWY,2022-01-30,-0.16,-0.19,-0.18,0.01,False
CHWY,2023-01-29,0.01,0.11,0.12,0.01,False
CHWY,2024-01-28,0.08,0.09,0.09,0.0,False
CHWY,2025-02-02,0.05,0.89,0.91,0.02,False
CHWY,2026-02-01,0.09,0.52,0.52,0.0,False
CLF,2014-12-31,-8.47,-47.51,-47.52,0.01,False
CLF,2015-12-31,-0.39,-4.36,-5.13,0.77,True
CLF,2016-12-31,0.33,0.9,0.87,0.03,False
CLF,2017-12-31,1.02,1.2,1.26,0.06,False
CLF,2018-12-31,1.98,3.65,3.71,0.06,False
CLF,2019-12-31,0.22,1.04,1.03,0.01,False
CLF,2020-12-31,0.15,-0.36,-0.32,0.04,False
CLF,2021-12-31,1.69,5.42,5.36,0.06,False
CLF,2022-12-31,-0.41,2.51,2.55,0.04,False
CLF,2023-12-31,-0.31,0.77,0.78,0.01,False
CLF,2024-12-31,-0.92,-1.58,-1.57,0.01,False
CLF,2025-12-31,-0.44,-2.93,-2.91,0.02,False
CLH,2014-12-31,0.46,-0.47,-0.47,0.0,False
CLH,2015-12-31,0.01,0.76,0.76,0.0,False
CLH,2016-12-31,-0.22,-0.69,-0.69,0.0,False
CLH,2017-12-31,1.48,1.77,1.76,0.01,False
CLH,2018-12-31,0.29,1.16,1.16,0.0,False
CLH,2019-12-31,0.43,1.75,1.74,0.01,False
CLH,2020-12-31,0.71,2.43,2.42,0.01,False
CLH,2021-12-31,0.9,3.71,3.71,0.0,False
CLH,2022-12-31,1.52,7.56,7.56,0.0,False
CLH,2023-12-31,1.81,6.95,6.95,0.0,False
CLH,2024-12-31,1.55,7.42,7.42,0.0,False
CLH,2025-12-31,1.62,7.28,7.28,0.0,False
CLSK,2023-09-30,-0.5,-1.29,-1.3,0.01,False
CMC,2015-08-31,-0.05,1.2,1.2,0.0,False
CMC,2016-08-31,-0.0,0.47,0.47,0.0,False
CMC,2017-08-31,-0.25,0.4,0.39,0.01,False
CMC,2018-08-31,0.44,1.18,1.17,0.01,False
CMC,2019-08-31,0.72,1.67,1.66,0.01,False
CMC,2020-08-31,0.56,2.33,2.32,0.01,False
CMC,2021-08-31,1.24,3.39,3.38,0.01,False
CMC,2022-08-31,2.38,9.94,9.95,0.01,False
CMC,2023-08-31,1.56,7.25,7.25,0.0,False
CMC,2024-08-31,0.9,4.14,4.14,0.0,False
CMC,2025-08-31,1.33,0.74,0.74,0.0,False
CNH,2022-12-31,0.43,1.48,1.49,0.01,False
CNH,2023-12-31,0.46,1.75,1.76,0.01,False
CNH,2024-12-31,0.14,1.03,0.99,0.04,False
CNH,2025-12-31,0.07,0.4,0.41,0.01,False
CNK,2014-12-31,0.41,1.67,1.66,0.01,False
CNK,2015-12-31,0.5,1.88,1.87,0.01,False
CNK,2016-12-31,0.66,2.18,2.19,0.01,False
CNK,2017-12-31,0.81,2.26,2.26,0.0,False
CNK,2018-12-31,0.17,1.83,1.83,0.0,False
CNK,2019-12-31,0.22,1.63,1.63,0.0,False
CNK,2020-12-31,-2.04,-5.25,-5.25,0.0,False
CNK,2021-12-31,0.04,-3.55,-3.55,0.0,False
CNK,2022-12-31,-0.83,-2.26,-2.26,0.0,False
CNK,2023-12-31,-0.09,1.29,1.34,0.05,False
CNK,2024-12-31,0.34,2.04,2.06,0.02,False
CNK,2025-12-31,0.22,0.93,1.04,0.11,True
CNM,2023-01-29,0.31,2.13,2.13,0.0,False
CNM,2024-01-28,0.33,2.14,2.15,0.01,False
CNM,2025-02-02,0.34,2.13,2.13,0.0,False
CNM,2026-02-01,0.37,2.31,2.31,0.0,False
CNMD,2014-12-31,0.41,1.16,1.16,0.0,False
CNMD,2015-12-31,0.28,1.1,1.09,0.01,False
CNMD,2016-12-31,0.24,0.52,0.52,0.0,False
CNMD,2017-12-31,1.64,1.96,1.97,0.01,False
CNMD,2018-12-31,0.54,1.41,1.41,0.0,False
CNMD,2019-12-31,0.5,0.96,0.97,0.01,False
CNMD,2020-12-31,0.8,0.27,0.32,0.05,False
CNMD,2021-12-31,0.74,1.93,1.94,0.01,False
CNMD,2022-12-31,1.1,-2.6,-2.68,0.08,False
CNMD,2023-12-31,1.05,2.04,2.04,0.0,False
CNMD,2024-12-31,1.09,4.25,4.25,0.0,False
CNMD,2025-12-31,0.53,1.5,1.51,0.01,False
CNO,2014-12-31,0.39,0.25,0.24,0.01,False
CNO,2015-12-31,0.73,1.41,1.39,0.02,False
CNO,2016-12-31,1.34,2.03,2.01,0.02,False
CNO,2017-12-31,-0.42,1.01,1.02,0.01,False
CNO,2018-12-31,0.18,-1.93,-1.9,0.03,False
CNO,2019-12-31,1.84,2.67,2.61,0.06,False
CNO,2020-12-31,0.79,2.12,2.11,0.01,False
CNO,2021-12-31,0.93,3.36,3.36,0.0,False
CNO,2022-12-31,0.37,3.37,3.37,0.0,False
CNO,2023-12-31,0.31,2.4,2.4,0.0,False
CNO,2024-12-31,1.58,3.74,3.74,0.0,False
CNO,2025-12-31,0.95,2.31,2.3,0.01,False
CNR,2017-12-31,-1.03,-1.03,2.4,3.43,True
CNR,2018-12-31,1.41,5.39,5.38,0.01,False
CNR,2019-12-31,0.54,2.78,2.81,0.03,False
CNR,2020-12-31,0.5,-0.38,-0.37,0.01,False
CNR,2021-12-31,3.18,0.75,0.96,0.21,True
CNR,2022-12-31,5.26,12.92,13.07,0.15,False
CNR,2023-12-31,5.06,19.66,19.79,0.13,False
CNR,2024-12-31,1.04,9.61,9.61,0.0,False
CNR,2025-12-31,-1.54,-3.01,-2.98,0.03,False
CNS,2014-12-31,0.34,1.66,1.65,0.01,False
CNS,2015-12-31,0.13,1.4,1.41,0.01,False
CNS,2016-12-31,0.56,1.99,2.0,0.01,False
CNS,2017-12-31,0.43,1.95,1.96,0.01,False
CNS,2018-12-31,0.54,2.41,2.4,0.01,False
CNS,2019-12-31,0.75,2.78,2.79,0.01,False
CNS,2020-12-31,-0.09,1.58,1.57,0.01,False
CNS,2021-12-31,1.3,4.3,4.31,0.01,False
CNS,2022-12-31,0.66,3.47,3.47,0.0,False
CNS,2023-12-31,0.6,2.6,2.6,0.0,False
CNS,2024-12-31,0.89,2.97,2.97,0.0,False
CNS,2025-12-31,0.68,2.98,2.97,0.01,False
CNX,2014-12-31,0.31,0.69,0.7,0.01,False
CNX,2015-12-31,0.13,-1.65,-1.64,0.01,False
CNX,2016-12-31,-1.33,-3.7,-3.7,0.0,False
CNX,2017-12-31,1.2,1.65,1.65,0.0,False
CNX,2018-12-31,0.5,3.63,3.71,0.08,False
CNX,2019-12-31,-1.47,-0.46,-0.42,0.04,False
CNX,2020-12-31,0.87,-2.7,-2.43,0.27,True
CNX,2021-12-31,3.16,-2.07,-2.31,0.24,True
CNX,2022-12-31,8.03,1.28,-0.75,2.03,True
CNX,2023-12-31,2.75,8.95,8.99,0.04,False
CNX,2024-12-31,-1.27,-0.98,-0.6,0.38,True
CNX,2025-12-31,1.28,3.68,3.98,0.3,True
CNXC,2021-11-30,2.36,7.7,7.7,0.0,False
CNXC,2022-11-30,2.01,8.28,8.28,0.0,False
CNXC,2023-11-30,1.09,5.77,5.7,0.07,False
CNXC,2024-11-30,1.72,3.71,3.71,0.0,False
CNXC,2025-11-30,-23.82,-20.81,-20.36,0.45,False
CNXN,2014-12-31,0.45,1.61,1.61,0.0,False
CNXN,2015-12-31,0.51,1.76,1.76,0.0,False
CNXN,2016-12-31,0.49,1.81,1.8,0.01,False
CNXN,2017-12-31,0.77,2.05,2.04,0.01,False
CNXN,2018-12-31,0.8,2.41,2.41,0.0,False
CNXN,2019-12-31,0.83,3.1,3.1,0.0,False
CNXN,2020-12-31,0.62,2.11,2.12,0.01,False
CNXN,2021-12-31,0.85,2.66,2.65,0.01,False
CNXN,2022-12-31,0.71,3.38,3.37,0.01,False
CNXN,2023-12-31,0.9,3.16,3.15,0.01,False
CNXN,2024-12-31,0.78,3.29,3.29,0.0,False
CNXN,2025-12-31,0.82,3.27,3.27,0.0,False
COCO,2021-12-31,-0.06,0.36,0.35,0.01,False
COCO,2022-12-31,-0.05,0.14,0.14,0.0,False
COCO,2023-12-31,0.11,0.8,0.79,0.01,False
COCO,2024-12-31,0.06,0.94,0.94,0.0,False
COCO,2025-12-31,0.09,1.18,1.19,0.01,False
COHU,2014-12-27,0.01,0.33,0.33,0.0,False
COHU,2015-12-26,0.07,0.0,0.01,0.01,False
COHU,2016-12-31,0.07,0.11,0.11,0.0,False
