ticker,cik,fy_end,fy_10k_accn,fy_10k_filed,restated_fields,n_restated_items,restated_detail,direct_q4_eps,direct_q4_net_income,direct_q4_revenue,eps_concept,net_income_concept,revenue_concept,press_release_q4_eps,stored_q4_eps,stored_q4_net_income,stored_q4_revenue,match_eps,match_net_income,match_revenue,in_store,bucket,bucket_store_final_2
AAL,6201,2018-12-31,0000006201-19-000009,2019-02-25,"eps,net_income",6,net_income 2018-03-31: 10-Q 1.86e+08 -> 10-K 1.59e+08; net_income 2018-06-30: 10-Q 5.66e+08 -> 10-K 5.56e+08; net_income 2018-09-30: 10-Q 3.41e+08 -> 10-K 3.72e+08; eps 2018-03-31: 10-Q 0.39 -> 10-K 0.34; eps 2018-06-30: 10-Q 1.22 -> 10-K 1.2; eps 2018-09-30: 10-Q 0.74 -> 10-K 0.81,0.7,325000000.0,10938000000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.7,325000000.0,10938000000.0,yes,yes,yes,True,ok,ok
AAMI,1748824,2018-12-31,0001748824-20-000008,2020-03-02,net_income,1,net_income 2018-06-30: 10-Q 2.1e+06 -> 10-K 2.5e+06,0.22,18800000.0,214500000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,,,,stored_missing,stored_missing,stored_missing,False,q4_row_not_in_store,q4_row_not_in_store
AAMI,1748824,2019-12-31,0001748824-20-000008,2020-03-02,net_income,2,net_income 2019-06-30: 10-Q 2.8e+07 -> 10-K 2.16e+07; net_income 2019-09-30: 10-Q 7.54e+07 -> 10-K 8.3e+07,0.79,74300000.0,207400000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.79,67800000.0,207400000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
AAMI,1748824,2021-12-31,0001748824-22-000018,2022-02-28,revenue,1,revenue 2021-03-31: 10-Q 1.312e+08 -> 10-K 1.097e+08,0.53,,162900000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.53,39200000.0,162900000.0,yes,n/a,yes,True,ok,ok
AAON,824142,2019-12-31,0000824142-20-000025,2020-02-27,"eps,net_income",4,net_income 2019-03-31: 10-Q 1.0902e+07 -> 10-K 8.757e+06; net_income 2019-06-30: 10-Q 1.2961e+07 -> 10-K 1.3391e+07; net_income 2019-09-30: 10-Q 1.3827e+07 -> 10-K 1.429e+07; eps 2019-03-31: 10-Q 0.21 -> 10-K 0.17,0.33,17273000.0,,EarningsPerShareDiluted,NetIncomeLoss,SalesRevenueGoodsNet,,0.33,17273000.0,122574000.0,yes,yes,n/a,True,ok,ok
ACHC,1520697,2020-12-31,0001564590-21-009466,2021-02-26,revenue,3,revenue 2020-03-31: 10-Q 7.8281e+08 -> 10-K 5.09217e+08; revenue 2020-06-30: 10-Q 7.50311e+08 -> 10-K 4.91475e+08; revenue 2020-09-30: 10-Q 8.33304e+08 -> 10-K 5.47961e+08,-8.78,-783672000.0,541276000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,-8.81,-783672000.0,541276000.0,no,yes,yes,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
ACIW,935036,2016-12-31,0001193125-17-065734,2017-03-01,net_income,1,net_income 2016-06-30: 10-Q -1.6858e+07 -> 10-K -1.6474e+07,0.56,66691000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.54,66691000.0,342730000.0,no,yes,n/a,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
ACM,868857,2015-09-30,0001047469-15-008965,2015-11-25,"eps,net_income",2,net_income 2014-12-31: 10-Q -1.03503e+08 -> 10-K -1.39e+08; eps 2014-12-31: 10-Q -0.73 -> 10-K -0.98,0.01,1100000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.01,1056000.0,,yes,no,n/a,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
ADUS,1468328,2018-12-31,0001564590-19-008098,2019-03-18,net_income,2,net_income 2018-03-31: 10-Q 4.858e+06 -> 10-K 4.886e+06; net_income 2018-09-30: 10-Q 3.546e+06 -> 10-K 3.631e+06,0.35,4668000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.35,4689000.0,139803000.0,yes,yes,n/a,True,ok,ok
ADUS,1468328,2019-12-31,0001564590-20-038909,2020-08-10,"eps,net_income",5,net_income 2019-03-31: 10-Q 4.862e+06 -> 10-K 4.296e+06; net_income 2019-06-30: 10-Q 5.518e+06 -> 10-K 5.292e+06; net_income 2019-09-30: 10-Q 4.867e+06 -> 10-K 4.912e+06; eps 2019-03-31: 10-Q 0.36 -> 10-K 0.32; eps 2019-06-30: 10-Q 0.41 -> 10-K 0.39,0.68,10737000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.67,10737000.0,191566000.0,yes,yes,n/a,True,ok,ok
AES,874761,2017-12-31,0000874761-18-000014,2018-02-27,eps,1,eps 2017-03-31: 10-Q -0.04 -> 10-K 0.04,-2.03,-1342000000.0,2643000000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-2.05,-1342000000.0,2643000000.0,no,yes,yes,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
AGNT,1495932,2017-12-31,0001683168-18-001030,2018-04-17,"eps,net_income,revenue",9,revenue 2017-03-31: 10-Q 2.20112e+07 -> 10-K 2.15282e+07; revenue 2017-06-30: 10-Q 3.95743e+07 -> 10-K 3.89809e+07; revenue 2017-09-30: 10-Q 4.81058e+07 -> 10-K 4.73717e+07; net_income 2017-03-31: 10-Q -69729 -> 10-K -2.89982e+06; net_income 2017-06-30: 10-Q 3.23021e+06 -> 10-K -2.1473e+06; net_income 2017-09-30: 10-Q -7.78057e+06 -> 10-K -5.31474e+06; eps 2017-03-31: 10-Q 0 -> 10-K -0.05; eps 2017-06-30: 10-Q 0.05 -> 10-K -0.04; eps 2017-09-30: 10-Q -0.15 -> 10-K -0.1,,,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.25,-11769112.0,48223675.0,n/a,n/a,n/a,True,no_direct_fact,no_direct_fact
AHCO,1725255,2020-12-31,0001558370-21-003089,2021-03-16,"eps,net_income",4,net_income 2020-03-31: 10-Q -158162 -> 10-K -1.3777e+07; net_income 2020-06-30: 10-Q 4.033e+06 -> 10-K 4.068e+06; net_income 2020-09-30: 10-Q -2.489e+06 -> 10-K -2.3729e+07; eps 2020-09-30: 10-Q -0.04 -> 10-K -0.41,,,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,-2.6,-163018000.0,348429000.0,n/a,n/a,n/a,True,no_direct_fact,no_direct_fact
AIN,819793,2018-12-31,0000891092-19-002857,2019-03-14,"eps,net_income,revenue",6,revenue 2018-03-31: 10-Q 2.29981e+08 -> 10-K 2.236e+08; revenue 2018-09-30: 10-Q 2.53253e+08 -> 10-K 2.519e+08; net_income 2018-03-31: 10-Q 1.0245e+07 -> 10-K 7.7e+06; net_income 2018-06-30: 10-Q 3.0365e+07 -> 10-K 2.99e+07; net_income 2018-09-30: 10-Q 2.8215e+07 -> 10-K 2.77e+07; eps 2018-03-31: 10-Q 0.32 -> 10-K 0.24,0.54,17600000.0,251600000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,0.54,0.54,17591000.0,250754000.0,yes,yes,yes,True,ok,ok
ALRM,1459200,2015-12-31,0001459200-16-000024,2016-02-29,net_income,1,net_income 2015-09-30: 10-Q 3.229e+06 -> 10-K 2.943e+06,0.07,3275000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.07,3275000.0,56921000.0,yes,yes,n/a,True,ok,ok
ALV,1034670,2018-12-31,0001564590-19-003571,2019-02-21,"eps,net_income",4,net_income 2018-03-31: 10-Q 1.267e+08 -> 10-K 1.587e+08; net_income 2018-06-30: 10-Q 3.72e+07 -> 10-K 1.927e+08; eps 2018-03-31: 10-Q 1.45 -> 10-K 1.82; eps 2018-06-30: 10-Q 0.43 -> 10-K 2.2,-1.06,-93000000.0,2192800000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,-1.04,-91000000.0,2192800000.0,no,no,yes,True,NI_and_EPS (or more) disagree: derivation/basis error candidate,NI_and_EPS (or more) disagree: derivation/basis error candidate
AMG,1004434,2014-12-31,0001004434-15-000003,2015-02-23,"eps,net_income",4,net_income 2014-06-30: 10-Q 1.001e+08 -> 10-K 9.91e+07; net_income 2014-09-30: 10-Q 1.043e+08 -> 10-K 1.032e+08; eps 2014-06-30: 10-Q 1.77 -> 10-K 1.75; eps 2014-09-30: 10-Q 1.84 -> 10-K 1.82,3.02,172600000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,2.83,172600000.0,,no,yes,n/a,True,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line)","EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
AMG,1004434,2016-12-31,0001004434-17-000004,2017-02-24,"eps,net_income",4,net_income 2016-06-30: 10-Q 1.074e+08 -> 10-K 1.083e+08; net_income 2016-09-30: 10-Q 1.092e+08 -> 10-K 1.102e+08; eps 2016-03-31: 10-Q 1.92 -> 10-K 1.9; eps 2016-09-30: 10-Q 2 -> 10-K 2.02,2.67,150200000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,2.66,149800000.0,,yes,yes,n/a,True,ok,ok
ANDE,821026,2021-12-31,0000821026-22-000050,2022-02-24,revenue,2,revenue 2021-03-31: 10-Q 2.63573e+09 -> 10-K 2.59472e+09; revenue 2021-06-30: 10-Q 3.27373e+09 -> 10-K 3.2358e+09,,29642000.0,3782702000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.86,29642000.0,3782702000.0,n/a,yes,yes,True,ok,ok
ARR,1428205,2015-12-31,0001428205-16-000300,2016-02-18,eps,1,eps 2015-03-31: 10-Q -0.37 -> 10-K -2.93,2.87,117799000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,2.89,117798000.0,71665000.0,no,yes,n/a,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
AVA,104918,2014-12-31,0000104918-15-000044,2015-02-25,revenue,1,revenue 2014-03-31: 10-Q 4.90962e+08 -> 10-K 4.46578e+08,0.51,32220000.0,411846000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.51,32220000.0,411846000.0,yes,yes,yes,True,ok,ok
AVA,104918,2016-12-31,0000104918-17-000053,2017-02-22,"eps,net_income",2,net_income 2016-03-31: 10-Q 5.6052e+07 -> 10-K 5.7649e+07; eps 2016-03-31: 10-Q 0.89 -> 10-K 0.92,0.62,40091000.0,402123000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.62,40091000.0,402123000.0,yes,yes,yes,True,ok,ok
AXTA,1616862,2016-12-31,0001616862-17-000013,2017-02-28,"eps,net_income",4,net_income 2016-03-31: 10-Q 2.97e+07 -> 10-K 3.09e+07; net_income 2016-06-30: 10-Q 4.85e+07 -> 10-K 5.17e+07; net_income 2016-09-30: 10-Q -1.07e+07 -> 10-K -4.3e+06; eps 2016-09-30: 10-Q -0.04 -> 10-K -0.02,-0.15,-36500000.0,1034600000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.14,-36500000.0,1034600000.0,yes,yes,yes,True,ok,ok
AZTA,933974,2021-09-30,0001558370-21-016314,2021-11-24,revenue,3,revenue 2020-12-31: 10-Q 2.49503e+08 -> 10-K 1.18142e+08; revenue 2021-03-31: 10-Q 2.86586e+08 -> 10-K 1.29535e+08; revenue 2021-06-30: 10-Q 3.15349e+08 -> 10-K 1.29087e+08,0.29,21805000.0,136939000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.29,21805000.0,136939000.0,yes,yes,yes,True,ok,ok
AZZ,8947,2014-02-28,0000008947-14-000068,2014-04-28,eps,2,eps 2013-05-31: 10-Q 0.57 -> 10-K 0.26; eps 2013-08-31: 10-Q 0.64 -> 10-K 0.94,0.42,10242000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.4,10242341.0,181011218.0,no,yes,n/a,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
AZZ,8947,2018-02-28,0000008947-18-000071,2018-05-15,"eps,net_income",4,net_income 2017-05-31: 10-Q 1.324e+07 -> 10-K 1.2062e+07; net_income 2017-08-31: 10-Q 8.329e+06 -> 10-K 9.786e+06; eps 2017-05-31: 10-Q 0.51 -> 10-K 0.46; eps 2017-08-31: 10-Q 0.32 -> 10-K 0.38,0.9,23487000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.9,23487000.0,200660000.0,yes,yes,n/a,True,ok,ok
BBWI,701985,2014-02-01,0000701985-14-000013,2014-03-21,eps,3,eps 2013-05-04: 10-Q 480000 -> 10-K 0.48; eps 2013-08-03: 10-Q 610000 -> 10-K 0.61; eps 2013-11-02: 10-Q 310000 -> 10-K 0.31,1.65,490000000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,1.66,490000000.0,3818000000.0,yes,yes,n/a,True,ok,ok
BBWI,701985,2015-01-31,0000701985-15-000006,2015-03-20,eps,3,eps 2014-05-03: 10-Q 530000 -> 10-K 0.53; eps 2014-08-02: 10-Q 630000 -> 10-K 0.63; eps 2014-11-01: 10-Q 440000 -> 10-K 0.44,1.89,565000000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,1.88,565000000.0,4069000000.0,yes,yes,n/a,True,ok,ok
BBWI,701985,2016-01-30,0000701985-16-000051,2016-03-18,eps,1,eps 2015-05-02: 10-Q 840000 -> 10-K 0.84,2.15,636000000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,2.15,636000000.0,4395000000.0,yes,yes,n/a,True,ok,ok
BC,14930,2019-12-31,0000014930-20-000027,2020-02-18,revenue,1,revenue 2019-03-30: 10-Q 1.2759e+09 -> 10-K 1.0507e+09,0.82,67100000.0,917600000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.81,67100000.0,917600000.0,yes,yes,yes,True,ok,ok
BDC,913142,2019-12-31,0000913142-20-000008,2020-02-11,revenue,3,revenue 2019-03-31: 10-Q 5.87175e+08 -> 10-K 5.0014e+08; revenue 2019-06-30: 10-Q 6.3753e+08 -> 10-K 5.48352e+08; revenue 2019-09-29: 10-Q 6.20318e+08 -> 10-K 5.33098e+08,-3.24,-147408000.0,549688000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-3.21,-147408000.0,549688000.0,no,yes,yes,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
BGC,1094831,2020-12-31,0001564590-21-009638,2021-03-01,"eps,net_income",4,net_income 2020-03-31: 10-Q 1.4314e+07 -> 10-K 1.3674e+07; net_income 2020-06-30: 10-Q 2.8099e+07 -> 10-K 2.7919e+07; net_income 2020-09-30: 10-Q 1.9381e+07 -> 10-K 9.653e+06; eps 2020-09-30: 10-Q 0.05 -> 10-K 0.03,-0.01,-2338000.0,479426000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.01,-2338000.0,479426000.0,yes,yes,yes,True,ok,ok
BIO,12208,2017-12-31,0000012208-18-000014,2018-04-16,"eps,net_income",2,net_income 2017-09-30: 10-Q 2.7393e+07 -> 10-K 2.21e+07; eps 2017-09-30: 10-Q 0.91 -> 10-K 0.73,2.75,82700000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,2.74,82736000.0,620433000.0,yes,yes,n/a,True,ok,ok
BL,1666134,2019-12-31,0001564590-20-007371,2020-02-27,net_income,2,net_income 2019-03-31: 10-Q -8.583e+06 -> 10-K -8.781e+06; net_income 2019-06-30: 10-Q -5.225e+06 -> 10-K -5.362e+06,-0.16,-9186000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.16,-9150000.0,80258000.0,yes,yes,n/a,True,ok,ok
BLKB,1280058,2016-12-31,0001280058-17-000006,2017-02-22,"eps,net_income",4,net_income 2016-03-31: 10-Q 4.995e+06 -> 10-K 6.237e+06; net_income 2016-06-30: 10-Q 7.813e+06 -> 10-K 9.06e+06; eps 2016-03-31: 10-Q 0.11 -> 10-K 0.13; eps 2016-06-30: 10-Q 0.17 -> 10-K 0.19,0.36,17284000.0,198305000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.36,17284000.0,198305000.0,yes,yes,yes,True,ok,ok
BWXT,1486957,2015-12-31,0001193125-16-475979,2016-02-24,revenue,1,revenue 2015-03-31: 10-Q 7.30565e+08 -> 10-K 3.35486e+08,0.0,-515000.0,363938000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.0,-515000.0,363938000.0,yes,yes,yes,True,ok,ok
CACI,16058,2016-06-30,0001564590-16-024672,2016-08-24,"eps,net_income",2,net_income 2015-09-30: 10-Q 3.3802e+07 -> 10-K 3.4632e+07; eps 2015-09-30: 10-Q 1.37 -> 10-K 1.4,1.75,43599000.0,1113900000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.76,43801000.0,1113900000.0,yes,yes,yes,True,ok,ok
CARG,1494259,2018-12-31,0001564590-19-005473,2019-02-28,"eps,net_income",4,net_income 2018-03-31: 10-Q 3.651e+06 -> 10-K 5.495e+06; net_income 2018-06-30: 10-Q 3.1265e+07 -> 10-K 3.3343e+07; net_income 2018-09-30: 10-Q 1.2135e+07 -> 10-K 1.3882e+07; eps 2018-03-31: 10-Q 0.03 -> 10-K 0.05,0.11,12450000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.16,12450000.0,126018000.0,no,yes,n/a,True,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line)","EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
CASH,907471,2018-09-30,0000907471-18-000139,2018-11-29,eps,2,eps 2018-03-31: 10-Q 3.23 -> 10-K 1.06; eps 2018-06-30: 10-Q 0.7 -> 10-K 0.22,0.24,8722000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.24,8722000.0,73150000.0,yes,yes,n/a,True,ok,ok
CDE,215466,2017-12-31,0000215466-18-000038,2018-02-07,"eps,revenue",6,revenue 2017-03-31: 10-Q 2.06138e+08 -> 10-K 1.85554e+08; revenue 2017-06-30: 10-Q 1.73354e+08 -> 10-K 1.4954e+08; revenue 2017-09-30: 10-Q 1.75963e+08 -> 10-K 1.59919e+08; eps 2017-03-31: 10-Q 0.1 -> 10-K 0; eps 2017-06-30: 10-Q -0.06 -> 10-K -0.01; eps 2017-09-30: 10-Q -0.09 -> 10-K -0.03,-0.04,7625000.0,214585000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.04,7625000.0,214585000.0,yes,yes,yes,True,ok,ok
CG,1527166,2018-12-31,0001527166-19-000008,2019-02-13,net_income,3,net_income 2018-03-31: 10-Q 3.97e+07 -> 10-K 3.38e+07; net_income 2018-06-30: 10-Q 6.94e+07 -> 10-K 6.35e+07; net_income 2018-09-30: 10-Q 1.75e+07 -> 10-K 1.16e+07,-0.15,-16000000.0,151700000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.14,-10100000.0,151700000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
CG,1527166,2019-12-31,0001527166-20-000006,2020-02-12,net_income,3,net_income 2019-03-31: 10-Q 1.429e+08 -> 10-K 1.37e+08; net_income 2019-06-30: 10-Q 1.541e+08 -> 10-K 1.482e+08; net_income 2019-09-30: 10-Q 9.22e+07 -> 10-K 6.84e+07,-0.08,-8300000.0,460300000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.06,-8300000.0,460300000.0,no,yes,yes,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
CHDN,20212,2018-12-31,0000020212-19-000012,2019-02-27,revenue,2,revenue 2018-03-31: 10-Q 0 -> 10-K 1.893e+08; revenue 2018-06-30: 10-Q 0 -> 10-K 3.794e+08,0.28,,219000000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.27,11400000.0,219000000.0,yes,n/a,yes,True,ok,ok
CHDN,20212,2020-12-31,0000020212-21-000019,2021-02-24,eps,1,eps 2020-03-31: 10-Q -590000 -> 10-K -0.59,0.43,,278200000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.42,17100000.0,278200000.0,yes,n/a,yes,True,ok,ok
CHEF,1517175,2020-12-25,0001517175-21-000003,2021-02-23,eps,1,eps 2020-06-26: 10-Q -0.57 -> 10-K -0.62,-1.02,-37057000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-1.12,-37057000.0,281674000.0,no,yes,n/a,True,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line)","EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
CHH,1046311,2014-12-31,0001046311-15-000003,2015-03-02,"net_income,revenue",2,revenue 2014-03-31: 10-Q 1.47283e+08 -> 10-K 1.59736e+08; net_income 2014-03-31: 10-Q 1.8972e+07 -> 10-K 2.311e+07,,25285000.0,185402000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.43,25285000.0,185402000.0,n/a,yes,yes,True,ok,ok
CHH,1046311,2016-12-31,0001046311-17-000006,2017-02-27,"eps,net_income",2,net_income 2016-03-31: 10-Q 1.9598e+07 -> 10-K 2.1163e+07; eps 2016-03-31: 10-Q 0.35 -> 10-K 0.37,,31821000.0,208195000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.56,31821000.0,208195000.0,n/a,yes,yes,True,ok,ok
CLF,764065,2018-12-31,0000764065-19-000025,2019-02-08,revenue,1,revenue 2018-03-31: 10-Q 2.39e+08 -> 10-K 1.8e+08,1.98,609500000.0,696300000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.98,609500000.0,696300000.0,yes,yes,yes,True,ok,ok
CNX,1070412,2017-12-31,0001070412-19-000024,2019-02-07,revenue,3,revenue 2017-03-31: 10-Q 6.98709e+08 -> 10-K 3.04279e+08; revenue 2017-06-30: 10-Q 8.65952e+08 -> 10-K 3.5441e+08; revenue 2017-09-30: 10-Q 6.71283e+08 -> 10-K 2.67009e+08,1.21,,460251000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.2,276644000.0,460253000.0,yes,n/a,yes,True,ok,ok
CNX,1070412,2018-12-31,0001070412-19-000024,2019-02-07,revenue,3,revenue 2018-03-31: 10-Q 4.95729e+08 -> 10-K 4.85019e+08; revenue 2018-06-30: 10-Q 4.02124e+08 -> 10-K 3.9359e+08; revenue 2018-09-30: 10-Q 3.97126e+08 -> 10-K 3.93223e+08,0.5,,431660000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.5,101927000.0,435455000.0,yes,n/a,no,True,REVENUE_ONLY (concept/basis),REVENUE_ONLY (concept/basis)
CNX,1070412,2019-12-31,0001070412-20-000011,2020-02-10,revenue,2,revenue 2019-03-31: 10-Q 2.78431e+08 -> 10-K 2.75234e+08; revenue 2019-09-30: 10-Q 5.29997e+08 -> 10-K 5.26681e+08,-1.45,-271408000.0,504747000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-1.47,-271409000.0,508989000.0,no,yes,no,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
COHU,21535,2014-12-27,0001193125-15-059529,2015-02-24,revenue,1,revenue 2014-03-29: 10-Q 6.8417e+07 -> 10-K 6.4864e+07,0.01,374000.0,96168000.0,EarningsPerShareDiluted,NetIncomeLoss,SalesRevenueNet,,0.01,374000.0,96168000.0,yes,yes,yes,True,ok,ok
COHU,21535,2015-12-26,0001437749-16-025855,2016-02-23,revenue,1,revenue 2015-03-28: 10-Q 6.8068e+07 -> 10-K 6.3447e+07,0.07,1949000.0,63484000.0,EarningsPerShareDiluted,NetIncomeLoss,SalesRevenueNet,,0.07,1949000.0,63484000.0,yes,yes,yes,True,ok,ok
COHU,21535,2016-12-31,0001437749-17-003675,2017-03-02,net_income,3,net_income 2016-03-26: 10-Q -1.911e+06 -> 10-K -1.691e+06; net_income 2016-06-25: 10-Q 2.607e+06 -> 10-K 2.462e+06; net_income 2016-09-24: 10-Q 269000 -> 10-K 179000,0.08,2089000.0,70694000.0,EarningsPerShareDiluted,NetIncomeLoss,SalesRevenueNet,,0.07,2089000.0,70694000.0,yes,yes,yes,True,ok,ok
CPB,16732,2019-07-28,0000016732-19-000070,2019-09-26,revenue,3,revenue 2018-10-28: 10-Q 2.694e+09 -> 10-K 2.202e+09; revenue 2019-01-27: 10-Q 2.713e+09 -> 10-K 2.172e+09; revenue 2019-04-28: 10-Q 2.178e+09 -> 10-K 1.953e+09,-0.03,-8000000.0,1780000000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.03,-8000000.0,1780000000.0,yes,yes,yes,True,ok,ok
CPK,19745,2019-12-31,0001628280-20-002321,2020-02-26,revenue,2,revenue 2019-03-31: 10-Q 2.27616e+08 -> 10-K 1.60464e+08; revenue 2019-06-30: 10-Q 1.30903e+08 -> 10-K 9.4541e+07,0.33,22562000.0,131973000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.37,22564000.0,131973000.0,no,yes,yes,True,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line)","EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
CPK,19745,2021-12-31,0001628280-22-003530,2022-02-23,"eps,net_income",6,net_income 2021-03-31: 10-Q 3.4466e+07 -> 10-K 2.893e+07; net_income 2021-06-30: 10-Q 1.3813e+07 -> 10-K 1.0956e+07; net_income 2021-09-30: 10-Q 1.2475e+07 -> 10-K 9.261e+06; eps 2021-03-31: 10-Q 1.96 -> 10-K 1.76; eps 2021-06-30: 10-Q 0.78 -> 10-K 0.66; eps 2021-09-30: 10-Q 0.71 -> 10-K 0.56,1.26,22352000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.28,22712000.0,160364000.0,no,no,n/a,True,NI_and_EPS (or more) disagree: derivation/basis error candidate,NI_and_EPS (or more) disagree: derivation/basis error candidate
CRUS,772406,2017-03-25,0001193125-17-181625,2017-05-24,"eps,net_income",4,net_income 2016-06-25: 10-Q 1.5864e+07 -> 10-K 1.8071e+07; net_income 2016-09-24: 10-Q 7.8065e+07 -> 10-K 8.6039e+07; eps 2016-06-25: 10-Q 0.24 -> 10-K 0.27; eps 2016-09-24: 10-Q 1.19 -> 10-K 1.3,0.52,35058000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.52,35058000.0,327864000.0,yes,yes,n/a,True,ok,ok
