ticker,cik,fy_end,fy_10k_accn,fy_10k_filed,restated_fields,n_restated_items,restated_detail,direct_q4_eps,direct_q4_net_income,direct_q4_revenue,eps_concept,net_income_concept,revenue_concept,press_release_q4_eps,stored_q4_eps,stored_q4_net_income,stored_q4_revenue,match_eps,match_net_income,match_revenue,in_store,bucket,bucket_store_final_2
GNW,1276520,2015-12-31,0001193125-16-482185,2016-02-26,revenue,1,revenue 2015-03-31: 10-Q 2.335e+09 -> 10-K 2.135e+09,-0.59,-292000000.0,2156000000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.59,-292000000.0,2156000000.0,yes,yes,yes,True,ok,ok
GNW,1276520,2019-12-31,0001193125-20-051019,2020-02-27,revenue,2,revenue 2019-03-31: 10-Q 2.204e+09 -> 10-K 2.044e+09; revenue 2019-06-30: 10-Q 2.156e+09 -> 10-K 1.994e+09,-0.03,-17000000.0,2038000000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.03,-17000000.0,2038000000.0,yes,yes,yes,True,ok,ok
GOLF,1672013,2016-12-31,0001558370-17-002327,2017-03-30,"eps,net_income",2,net_income 2016-09-30: 10-Q -6.167e+06 -> 10-K -5.526e+06; eps 2016-09-30: 10-Q -0.4 -> 10-K -0.38,-0.02,-179000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.0,-179000.0,329761000.0,no,yes,n/a,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
GRBK,1373670,2014-12-31,0001373670-15-000015,2015-03-31,net_income,3,net_income 2014-03-31: 10-Q -711000 -> 10-K 7.349e+06; net_income 2014-06-30: 10-Q -2.75e+06 -> 10-K 7.41e+06; net_income 2014-09-30: 10-Q -604000 -> 10-K 3.694e+06,1.24,31573000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,2.15,31573000.0,,no,yes,n/a,True,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line)","EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
GRBK,1373670,2018-12-31,0001373670-19-000005,2019-03-08,revenue,3,revenue 2018-03-31: 10-Q 1.28265e+08 -> 10-K 1.29163e+08; revenue 2018-06-30: 10-Q 1.5501e+08 -> 10-K 1.57312e+08; revenue 2018-09-30: 10-Q 1.49992e+08 -> 10-K 1.52052e+08,0.26,13354000.0,185120000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.26,13354000.0,185120000.0,yes,yes,yes,True,ok,ok
GTES,1718512,2017-12-30,0001718512-19-000004,2019-02-14,net_income,2,net_income 2017-04-01: 10-Q 1.88e+07 -> 10-K 1.89e+07; net_income 2017-07-01: 10-Q 500000 -> 10-K 400000,,118800000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,,,,n/a,stored_missing,n/a,False,q4_row_not_in_store,q4_row_not_in_store
GVA,861459,2016-12-31,0000861459-17-000012,2017-02-17,net_income,1,net_income 2016-03-31: 10-Q -1.1188e+07 -> 10-K -1.044e+07,0.4,16173000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.4,16327000.0,666681000.0,yes,no,n/a,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
GVA,861459,2019-12-31,0001437749-21-003662,2021-02-22,"eps,net_income",6,net_income 2019-03-31: 10-Q -3.4574e+07 -> 10-K -6.247e+07; net_income 2019-06-30: 10-Q -9.7836e+07 -> 10-K -2.4242e+07; net_income 2019-09-30: 10-Q 2.0488e+07 -> 10-K 4.5901e+07; eps 2019-03-31: 10-Q -0.74 -> 10-K -1.34; eps 2019-06-30: 10-Q -2.09 -> 10-K -0.52; eps 2019-09-30: 10-Q 0.43 -> 10-K 0.97,-0.42,-19380000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,,,,stored_missing,stored_missing,n/a,False,q4_row_not_in_store,q4_row_not_in_store
HAFC,1109242,2014-12-31,0001193125-15-094033,2015-03-16,"eps,net_income",2,net_income 2014-09-30: 10-Q 1.3264e+07 -> 10-K 2.18e+07; eps 2014-09-30: 10-Q 0.41 -> 10-K 0.68,0.19,5928000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.18,5884000.0,53137000.0,yes,no,n/a,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
HALO,1159036,2016-12-31,0001159036-17-000014,2017-02-28,"eps,net_income,revenue",7,revenue 2016-03-31: 10-Q 4.2499e+07 -> 10-K 1.8666e+07; revenue 2016-06-30: 10-Q 3.3336e+07 -> 10-K 4.3384e+07; revenue 2016-09-30: 10-Q 3.1853e+07 -> 10-K 2.078e+07; net_income 2016-03-31: 10-Q -1.9816e+07 -> 10-K -1.5108e+07; net_income 2016-06-30: 10-Q -2.6875e+07 -> 10-K 3.019e+06; net_income 2016-09-30: 10-Q -2.8946e+07 -> 10-K -2.446e+07; eps 2016-06-30: 10-Q -0.21 -> 10-K 0.02,0.03,4318000.0,52227000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.22,-27386000.0,63861000.0,no,no,no,True,NI_and_EPS (or more) disagree: derivation/basis error candidate,NI_and_EPS (or more) disagree: derivation/basis error candidate
HASI,1561894,2019-12-31,0001561894-20-000016,2020-02-25,revenue,1,revenue 2019-03-31: 10-Q 3.2893e+07 -> 10-K 3.3143e+07,0.66,46076000.0,38328000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.69,46077000.0,38328000.0,no,yes,yes,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
HCI,1400810,2020-12-31,0001564590-21-012867,2021-03-12,eps,1,eps 2020-09-30: 10-Q 1.7 -> 10-K 1.68,0.35,2707000.0,70313000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.37,2707000.0,70313000.0,no,yes,yes,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
HTH,1265131,2015-12-31,0001558370-16-003454,2016-02-24,"eps,net_income",2,net_income 2015-03-31: 10-Q 1.14828e+08 -> 10-K 1.13302e+08; eps 2015-03-31: 10-Q 1.13 -> 10-K 1.11,0.21,20727000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.21,20727000.0,376240000.0,yes,yes,n/a,True,ok,ok
HUBG,940942,2018-12-31,0001564590-19-005778,2019-03-01,revenue,1,revenue 2018-06-30: 10-Q 1.17909e+09 -> 10-K 8.94734e+08,1.46,48911000.0,1018293000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,1.46,48911000.0,1018293000.0,yes,yes,yes,True,ok,ok
HZO,1057060,2016-09-30,0001564590-16-029870,2016-12-06,net_income,3,net_income 2015-12-31: 10-Q 889000 -> 10-K 688000; net_income 2016-03-31: 10-Q 2.422e+06 -> 10-K 2.489e+06; net_income 2016-06-30: 10-Q 1.4061e+07 -> 10-K 1.3819e+07,0.22,5586000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.22,5586000.0,227355000.0,yes,yes,n/a,True,ok,ok
IART,917520,2016-12-31,0000917520-17-000010,2017-02-23,"eps,net_income",2,net_income 2016-03-31: 10-Q 1.1648e+07 -> 10-K 1.3419e+07; eps 2016-03-31: 10-Q 0.31 -> 10-K 0.18,0.35,28246000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.36,28246000.0,,yes,yes,n/a,True,ok,ok
IESC,1048268,2014-09-30,0001193125-14-440606,2014-12-12,eps,1,eps 2013-12-31: 10-Q 0.1 -> 10-K 0.01,0.1,2130000.0,135858000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.11,2131000.0,135858000.0,yes,yes,yes,True,ok,ok
INGR,1046257,2016-12-31,0001558370-17-000769,2017-02-22,"eps,net_income",2,net_income 2016-03-31: 10-Q 1.27e+08 -> 10-K 1.3e+08; eps 2016-03-31: 10-Q 1.73 -> 10-K 1.77,1.26,94000000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,1.26,94000000.0,,yes,yes,n/a,True,ok,ok
INGR,1046257,2019-12-31,0001558370-20-000978,2020-02-19,revenue,3,revenue 2019-03-31: 10-Q 1.42e+09 -> 10-K 1.536e+09; revenue 2019-06-30: 10-Q 1.434e+09 -> 10-K 1.55e+09; revenue 2019-09-30: 10-Q 1.457e+09 -> 10-K 1.574e+09,1.61,109000000.0,1549000000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,1.62,109000000.0,1549000000.0,yes,yes,yes,True,ok,ok
ITGR,1114483,2018-12-28,0001114483-19-000001,2019-02-22,"eps,net_income",6,net_income 2018-03-30: 10-Q 8.118e+06 -> 10-K 1.3084e+07; net_income 2018-06-29: 10-Q 2.0022e+07 -> 10-K 2.3056e+07; net_income 2018-09-28: 10-Q 1.14079e+08 -> 10-K -8.303e+06; eps 2018-03-30: 10-Q 0.25 -> 10-K 0.4; eps 2018-06-29: 10-Q 0.61 -> 10-K 0.7; eps 2018-09-28: 10-Q 3.54 -> 10-K -0.26,0.58,19196000.0,303034000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.58,25745000.0,303034000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)",NI_and_EPS (or more) disagree: derivation/basis error candidate
ITGR,1114483,2019-12-31,0001114483-20-000003,2020-02-20,"eps,net_income",3,net_income 2019-03-29: 10-Q 2.1669e+07 -> 10-K 2.1366e+07; net_income 2019-06-28: 10-Q 3.3057e+07 -> 10-K 2.8222e+07; eps 2019-06-28: 10-Q 1 -> 10-K 0.85,0.33,11044000.0,325637000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.33,11024000.0,325637000.0,yes,yes,yes,True,ok,ok
ITRI,780571,2015-12-31,0000780571-16-000059,2016-06-30,net_income,2,net_income 2015-03-31: 10-Q 4.91e+06 -> 10-K 5.398e+06; net_income 2015-06-30: 10-Q -1.4198e+07 -> 10-K -1.4346e+07,0.23,8986000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.23,8931000.0,496091000.0,yes,no,n/a,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
IVT,1307748,2014-12-31,0001307748-15-000008,2015-03-27,revenue,2,revenue 2014-03-31: 10-Q 3.92881e+08 -> 10-K 3.37014e+08; revenue 2014-06-30: 10-Q 4.28437e+08 -> 10-K 3.61211e+08,,294120000.0,339093000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.33,294119000.0,339093000.0,n/a,yes,yes,True,ok,ok
IVT,1307748,2016-12-31,0001307748-17-000018,2017-03-17,revenue,2,revenue 2016-03-31: 10-Q 1.14289e+08 -> 10-K 6.3397e+07; revenue 2016-09-30: 10-Q 6.0658e+07 -> 10-K 6.0348e+07,,,62979000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.03,26295000.0,62954000.0,n/a,n/a,yes,True,ok,ok
IVT,1307748,2017-12-31,0001307748-18-000032,2018-03-07,revenue,2,revenue 2017-03-31: 10-Q 6.4092e+07 -> 10-K 6.2287e+07; revenue 2017-06-30: 10-Q 6.3359e+07 -> 10-K 6.2152e+07,,,64521000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.0,3812000.0,64519000.0,n/a,n/a,yes,True,ok,ok
JAZZ,1232524,2016-12-31,0001232524-17-000024,2017-02-28,"eps,net_income",6,net_income 2016-03-31: 10-Q 7.4121e+07 -> 10-K 7.5812e+07; net_income 2016-06-30: 10-Q 1.11282e+08 -> 10-K 1.14502e+08; net_income 2016-09-30: 10-Q 8.7145e+07 -> 10-K 8.9828e+07; eps 2016-03-31: 10-Q 1.19 -> 10-K 1.21; eps 2016-06-30: 10-Q 1.8 -> 10-K 1.85; eps 2016-09-30: 10-Q 1.41 -> 10-K 1.45,1.91,116689000.0,396621000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.9,116689000.0,396621000.0,yes,yes,yes,True,ok,ok
JJSF,785956,2016-09-24,0001437749-16-042541,2016-11-22,"eps,net_income",2,net_income 2015-12-26: 10-Q 1.2479e+07 -> 10-K 1.2978e+07; eps 2015-12-26: 10-Q 0.66 -> 10-K 0.69,1.1,20618000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.1,20618000.0,262240000.0,yes,yes,n/a,True,ok,ok
KEX,56047,2020-12-31,0001140361-21-005871,2021-02-23,"eps,net_income",2,net_income 2020-03-31: 10-Q -2.48468e+08 -> 10-K -3.47241e+08; eps 2020-03-31: 10-Q -4.15 -> 10-K -5.8,0.37,22204000.0,489756000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.37,22204000.0,489756000.0,yes,yes,yes,True,ok,ok
KNX,1492691,2017-12-31,0001492691-18-000017,2018-03-01,"eps,net_income",4,net_income 2017-03-31: 10-Q 5.207e+06 -> 10-K 1.4876e+07; net_income 2017-06-30: 10-Q 2.6297e+07 -> 10-K 1.797e+07; eps 2017-03-31: 10-Q 0.04 -> 10-K 0.18; eps 2017-06-30: 10-Q 0.2 -> 10-K 0.22,2.5,447564000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,2.5,447564000.0,1359420000.0,yes,yes,n/a,True,ok,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
KTOS,1069258,2015-12-27,0001069258-16-000059,2016-03-11,net_income,2,net_income 2015-03-29: 10-Q -1.63e+07 -> 10-K -1.62e+07; net_income 2015-06-28: 10-Q -1.5e+07 -> 10-K -1.51e+07,-0.07,-4000000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.07,-4000000.0,177800000.0,yes,yes,n/a,True,ok,ok
LAUR,912766,2018-12-31,0001047469-19-000767,2019-02-28,revenue,2,revenue 2018-03-31: 10-Q 8.85288e+08 -> 10-K 6.32216e+08; revenue 2018-06-30: 10-Q 1.24792e+09 -> 10-K 1.0172e+09,0.31,71568000.0,913710000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.33,71568000.0,913710000.0,no,yes,yes,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
LAUR,912766,2019-12-31,0001628280-20-002350,2020-02-27,revenue,2,revenue 2019-03-31: 10-Q 6.21796e+08 -> 10-K 6.01072e+08; revenue 2019-06-30: 10-Q 1.0018e+09 -> 10-K 9.92403e+08,0.28,60875000.0,883152000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.28,60875000.0,883152000.0,yes,yes,yes,True,ok,ok
LAUR,912766,2020-12-31,0001628280-21-003163,2021-02-25,revenue,2,revenue 2020-03-31: 10-Q 5.28557e+08 -> 10-K 1.92319e+08; revenue 2020-06-30: 10-Q 7.91678e+08 -> 10-K 3.03856e+08,,379319000.0,285219000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,1.82,379319000.0,285219000.0,n/a,yes,yes,True,ok,ok
LBRT,1694028,2017-12-31,0001694028-19-000015,2019-02-28,net_income,3,net_income 2017-03-31: 10-Q 0 -> 10-K 8.122e+06; net_income 2017-06-30: 10-Q 0 -> 10-K 3.9035e+07; net_income 2017-09-30: 10-Q 0 -> 10-K 6.3663e+07,,57681000.0,448883000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,,,,n/a,stored_missing,stored_missing,False,q4_row_not_in_store,q4_row_not_in_store
LGND,886163,2014-12-31,0000886163-14-000119,2014-12-01,"eps,net_income,revenue",9,revenue 2014-03-31: 10-Q 1.5958e+07 -> 10-K 1.1651e+07; revenue 2014-06-30: 10-Q 1.0608e+07 -> 10-K 9.58e+06; revenue 2014-09-30: 10-Q 1.4973e+07 -> 10-K 1.3005e+07; net_income 2014-03-31: 10-Q 2.097e+06 -> 10-K 1.495e+06; net_income 2014-06-30: 10-Q 1.592e+06 -> 10-K 6.091e+06; net_income 2014-09-30: 10-Q 1.28e+06 -> 10-K 1.965e+06; eps 2014-03-31: 10-Q 0.1 -> 10-K 0.07; eps 2014-06-30: 10-Q 0.07 -> 10-K 0.3; eps 2014-09-30: 10-Q 0.06 -> 10-K 0.09,0.09,1869000.0,14737000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.33,7055000.0,22999000.0,no,no,no,True,NI_and_EPS (or more) disagree: derivation/basis error candidate,NI_and_EPS (or more) disagree: derivation/basis error candidate
LGND,886163,2015-12-31,0000886163-16-000149,2016-02-26,"eps,net_income",2,net_income 2015-09-30: 10-Q 2.24539e+08 -> 10-K 2.26646e+08; eps 2015-09-30: 10-Q 10.46 -> 10-K 10.56,0.29,6341000.0,21193000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.29,8448000.0,21192000.0,yes,no,yes,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)",NI_and_EPS (or more) disagree: derivation/basis error candidate
LGND,886163,2016-12-31,0000886163-17-000021,2017-02-28,"eps,net_income",2,net_income 2016-06-30: 10-Q -5.763e+06 -> 10-K -6.17e+06; eps 2016-06-30: 10-Q -0.28 -> 10-K -0.3,0.15,-3125000.0,38185000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.18,-3125000.0,38186000.0,no,yes,yes,True,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line)","EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
LGND,886163,2018-12-31,0000886163-19-000041,2019-02-28,"eps,net_income",6,net_income 2018-03-31: 10-Q 4.5279e+07 -> 10-K 5.079e+06; net_income 2018-06-30: 10-Q 7.316e+07 -> 10-K 6.058e+06; net_income 2018-09-30: 10-Q 6.7362e+07 -> 10-K 8.426e+06; eps 2018-03-31: 10-Q 1.83 -> 10-K 0.22; eps 2018-06-30: 10-Q 2.99 -> 10-K 0.26; eps 2018-09-30: 10-Q 2.8 -> 10-K 0.36,-0.33,-7007000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-1.6,-42482000.0,59590000.0,no,no,n/a,True,NI_and_EPS (or more) disagree: derivation/basis error candidate,NI_and_EPS (or more) disagree: derivation/basis error candidate
LIVN,1639691,2021-12-31,0001639691-22-000013,2022-03-01,"eps,net_income",6,net_income 2021-03-31: 10-Q -2.9698e+07 -> 10-K -3.0761e+07; net_income 2021-06-30: 10-Q -5.5318e+07 -> 10-K -5.6487e+07; net_income 2021-09-30: 10-Q -4.2237e+07 -> 10-K -4.3443e+07; eps 2021-03-31: 10-Q -0.61 -> 10-K -0.63; eps 2021-06-30: 10-Q -1.13 -> 10-K -1.15; eps 2021-09-30: 10-Q -0.82 -> 10-K -0.84,-0.1,-5127000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.1,-5127000.0,270064000.0,yes,yes,n/a,True,ok,ok
LKQ,1065696,2016-12-31,0001065696-17-000005,2017-02-27,net_income,2,net_income 2016-03-31: 10-Q 1.07732e+08 -> 10-K 1.12171e+08; net_income 2016-06-30: 10-Q 1.40737e+08 -> 10-K 1.42785e+08,,86331000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.28,86331000.0,2150406000.0,n/a,yes,n/a,True,ok,ok
LNC,59558,2016-12-31,0000059558-17-000012,2017-02-23,net_income,1,net_income 2016-03-31: 10-Q 2.08e+08 -> 10-K 2.11e+08,0.82,189000000.0,3255000000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.83,189000000.0,3254000000.0,yes,yes,yes,True,ok,ok
LTC,887905,2019-12-31,0001558370-20-001096,2020-02-20,revenue,1,revenue 2019-03-31: 10-Q 3.5856e+07 -> 10-K 4.5456e+07,0.31,,46463000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.32,12542000.0,46463000.0,yes,n/a,yes,True,ok,ok
LXP,910108,2014-12-31,0001444838-15-000008,2015-02-26,net_income,3,net_income 2014-03-31: 10-Q 886000 -> 10-K -839000; net_income 2014-06-30: 10-Q 1.445e+07 -> 10-K 1.2743e+07; net_income 2014-09-30: 10-Q 4.0405e+07 -> 10-K 3.872e+07,0.15,35700000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.15,37363000.0,,yes,no,n/a,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
LXP,910108,2015-12-31,0001444838-16-000058,2016-02-25,net_income,3,net_income 2015-03-31: 10-Q 3.3505e+07 -> 10-K 3.1829e+07; net_income 2015-06-30: 10-Q 4.9332e+07 -> 10-K 4.7654e+07; net_income 2015-09-30: 10-Q -5.984e+06 -> 10-K -7.629e+06,0.14,33229000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.15,34850000.0,,yes,no,n/a,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
LXP,910108,2016-12-31,0001444838-17-000010,2017-03-01,"eps,net_income",4,net_income 2016-03-31: 10-Q 4.9769e+07 -> 10-K 4.7781e+07; net_income 2016-06-30: 10-Q 4.8476e+07 -> 10-K 5.3875e+07; net_income 2016-09-30: 10-Q -2.503e+07 -> 10-K -2.6975e+07; eps 2016-06-30: 10-Q 0.2 -> 10-K 0.23,0.06,14391000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.09,20943000.0,,no,no,n/a,True,NI_and_EPS (or more) disagree: derivation/basis error candidate,NI_and_EPS (or more) disagree: derivation/basis error candidate
LXP,910108,2017-12-31,0001444838-18-000006,2018-02-27,net_income,3,net_income 2017-03-31: 10-Q 4.204e+07 -> 10-K 4.0397e+07; net_income 2017-06-30: 10-Q 7.152e+06 -> 10-K 5.519e+06; net_income 2017-09-30: 10-Q 5.541e+06 -> 10-K 3.916e+06,0.12,29235000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.12,30850000.0,,yes,no,n/a,True,"NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)","NI_ONLY (EPS agrees: NI definition, e.g. preferred / NCI / OP units)"
LXP,910108,2018-12-31,0001444838-19-000010,2019-03-13,net_income,3,net_income 2018-03-31: 10-Q -1.4315e+07 -> 10-K -1.5957e+07; net_income 2018-06-30: 10-Q -1.694e+06 -> 10-K -3.327e+06; net_income 2018-09-30: 10-Q 2.18016e+08 -> 10-K 2.1619e+08,0.1,23796000.0,87251000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.08,25408000.0,87251000.0,no,no,yes,True,NI_and_EPS (or more) disagree: derivation/basis error candidate,NI_and_EPS (or more) disagree: derivation/basis error candidate
MAT,63276,2019-12-31,0001628280-20-002192,2020-02-25,"eps,net_income",2,net_income 2019-03-31: 10-Q -1.83718e+08 -> 10-K -1.76296e+08; eps 2019-03-31: 10-Q -0.53 -> 10-K -0.51,0.0,175000.0,1473705000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.0,175000.0,1473705000.0,yes,yes,yes,True,ok,ok
MATW,63296,2015-09-30,0000063296-15-000097,2015-11-24,"eps,net_income",4,net_income 2014-12-31: 10-Q 1.4951e+07 -> 10-K 1.436e+07; net_income 2015-03-31: 10-Q 9.576e+06 -> 10-K 8.975e+06; eps 2014-12-31: 10-Q 0.45 -> 10-K 0.43; eps 2015-03-31: 10-Q 0.29 -> 10-K 0.27,0.51,16974000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.51,16974000.0,368338000.0,yes,yes,n/a,True,ok,ok
MATW,63296,2017-09-30,0000063296-17-000098,2017-11-21,"eps,net_income",2,net_income 2016-12-31: 10-Q 9.088e+06 -> 10-K 1.0322e+07; eps 2016-12-31: 10-Q 0.28 -> 10-K 0.32,0.6,19641000.0,,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,0.6,19641000.0,396064000.0,yes,yes,n/a,True,ok,ok
MBIN,1629019,2021-12-31,0001558370-22-002893,2022-03-04,eps,3,eps 2021-03-31: 10-Q 2.02 -> 10-K 1.35; eps 2021-06-30: 10-Q 1.58 -> 10-K 1.06; eps 2021-09-30: 10-Q 1.83 -> 10-K 1.22,1.14,55201000.0,,EarningsPerShareDiluted,NetIncomeLoss,,,1.14,55201000.0,113014000.0,yes,yes,n/a,True,ok,"EPS_ONLY_large (NI agrees: share basis, or direct EPS is another line e.g. continuing ops)"
MD,893949,2020-12-31,0001193125-21-047064,2021-02-18,revenue,2,revenue 2020-03-31: 10-Q 8.45918e+08 -> 10-K 4.41245e+08; revenue 2020-06-30: 10-Q 5.09203e+08 -> 10-K 4.15441e+08,-0.76,-64296000.0,416630000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerIncludingAssessedTax,,-0.77,-64296000.0,416630000.0,yes,yes,yes,True,ok,ok
MKSI,1049502,2018-12-31,0001193125-19-051798,2019-02-26,revenue,1,revenue 2018-03-31: 10-Q 5.54275e+11 -> 10-K 5.54275e+08,1.32,71636000.0,460541000.0,EarningsPerShareDiluted,NetIncomeLoss,RevenueFromContractWithCustomerExcludingAssessedTax,,1.32,71636000.0,460541000.0,yes,yes,yes,True,ok,ok
MRCY,1049521,2014-06-30,0001049521-14-000020,2014-08-14,revenue,3,revenue 2013-09-30: 10-Q 5.394e+07 -> 10-K 5.0726e+07; revenue 2013-12-31: 10-Q 5.309e+07 -> 10-K 5.0932e+07; revenue 2014-03-31: 10-Q 5.55e+07 -> 10-K 5.3393e+07,-0.24,-7546000.0,53678000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-0.24,-7546000.0,53678000.0,yes,yes,yes,True,ok,ok
MRCY,1049521,2016-06-30,0001049521-16-000094,2016-08-16,"eps,net_income",4,net_income 2015-09-30: 10-Q 1.96e+06 -> 10-K 2.856e+06; net_income 2015-12-31: 10-Q 4.793e+06 -> 10-K 5.04e+06; net_income 2016-03-31: 10-Q 4.526e+06 -> 10-K 4.357e+06; eps 2015-09-30: 10-Q 0.06 -> 10-K 0.08,0.19,7489000.0,85430000.0,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.19,7489000.0,85430000.0,yes,yes,yes,True,ok,ok
MSA,66570,2021-12-31,0000066570-22-000007,2022-02-18,"eps,net_income",2,net_income 2021-09-30: 10-Q 1.8823e+07 -> 10-K 2.118e+07; eps 2021-09-30: 10-Q 0.48 -> 10-K 0.54,-1.57,-61476000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,-1.55,-61379000.0,410268000.0,no,yes,n/a,True,EPS_ONLY_small (<=0.03; rounding/dilution),EPS_ONLY_small (<=0.03; rounding/dilution)
MSFT,789019,2016-06-30,0001193125-16-662209,2016-07-28,"eps,net_income",2,net_income 2015-09-30: 10-Q 4.62e+09 -> 10-K 4.902e+09; eps 2015-09-30: 10-Q 0.57 -> 10-K 0.61,0.39,3122000000.0,,EarningsPerShareDiluted,NetIncomeLoss,Revenues,,0.39,3122000000.0,20614000000.0,yes,yes,n/a,True,ok,ok
